Qubit,T1 (us),T2 (us),Frequency (GHz),Anharmonicity (GHz),Readout assignment error ,Prob meas0 prep1 ,Prob meas1 prep0 ,Readout length (ns),ID error ,√x (sx) error ,Pauli-X error ,ECR error ,Gate time (ns)
17,136.7183946628761,160.38324291699303,5.395521501333367,-0.2997888060723667,0.07240000000000002,0.05679999999999996,0.088,4000,0.00026823258327445215,0.00026823258327445215,0.00026823258327445215,17_30:0.011034633066461214,17_30:940
18,234.06403443228157,33.87391757461519,5.058614875057728,-0.306808337131999,0.028699999999999948,0.036599999999999966,0.0208,4000,0.0002757978572560901,0.0002757978572560901,0.0002757978572560901,18_14:0.0062832425916629076; 18_19:0.03136365763736415,18_14:460; 18_19:460
19,170.86994392372173,311.8750953773187,4.95815058718775,-0.30800402608638516,0.009600000000000053,0.01200000000000001,0.0072,4000,0.00019311156580108582,0.00019311156580108582,0.00019311156580108582,undefined,undefined
20,122.94604029337897,135.54700352932417,5.0440645686596115,-0.3058713864428892,0.011400000000000077,0.0118,0.01100000000000001,4000,0.00021635339112473651,0.00021635339112473651,0.00021635339112473651,20_33:0.007300820198118729; 20_19:0.0048382417357060725,20_33:460; 20_19:460
21,144.94986373681974,252.730561050137,5.159732595425664,-0.30320238859472054,0.07820000000000005,0.0622,0.09419999999999995,4000,0.0002479431038224744,0.0002479431038224744,0.0002479431038224744,21_22:0.017277506897155404; 21_20:0.01062773917699264,21_22:460; 21_20:460
22,133.10815441889014,95.75787340709554,5.282246134278808,-0.3029991140570705,0.025000000000000022,0.027000000000000024,0.023,4000,0.00046412554239220837,0.00046412554239220837,0.00046412554239220837,22_15:0.01169871221771121,22_15:460
23,210.91764679676265,107.06974559520614,5.162787859025423,-0.3051589949103431,0.06519999999999992,0.0796,0.050799999999999956,4000,0.0004157955358994952,0.0004157955358994952,0.0004157955358994952,23_24:0.00762334281132776; 23_22:0.01901911265066497,23_24:460; 23_22:460
24,152.66393639587193,129.687202596501,5.079769908866824,-0.3049082887390848,0.04530000000000001,0.0496,0.041000000000000036,4000,0.0010835846247074228,0.0010835846247074228,0.0010835846247074228,undefined,undefined
25,175.38107342494956,109.69046437447187,5.137403176633934,-0.305216134105694,0.01649999999999996,0.0212,0.011800000000000033,4000,0.00032298054422826505,0.00032298054422826505,0.00032298054422826505,25_24:0.008652387158126745,25_24:460
26,125.44150531630588,60.32253111296963,5.213524374876907,-0.304293884142608,0.011399999999999966,0.0154,0.007399999999999962,4000,0.0004040926496935274,0.0004040926496935274,0.0004040926496935274,26_25:0.006902163850922766; 26_16:0.016074796132823366; 26_27:0.006052147129742447,26_25:460; 26_16:460; 26_27:460
27,287.2032205369149,49.43345646373235,5.033188442372515,-0.30601194047888275,0.019399999999999973,0.0186,0.020199999999999996,4000,0.00017433803403812853,0.00017433803403812853,0.00017433803403812853,undefined,undefined
28,54.73253182759021,123.42641840118684,5.208356116392034,-0.3044034463293366,0.007600000000000051,0.010000000000000009,0.0052,4000,0.000207354870149504,0.000207354870149504,0.000207354870149504,28_27:0.006815645723806135,28_27:460
29,245.81843670143692,203.25430689060116,5.117370763473527,-0.30445898440859526,0.013700000000000045,0.0172,0.010199999999999987,4000,0.0003076537520115367,0.0003076537520115367,0.0003076537520115367,29_30:0.008753880206654352; 29_28:0.010344390042181711,29_30:460; 29_28:460
30,318.96068824011564,78.17288709974827,5.030414336980626,-0.3065954745910495,0.0766,0.0766,0.0766,4000,0.0002581516510708633,0.0002581516510708633,0.0002581516510708633,30_31:0.007582201968088925,30_31:460
31,121.04688604863448,90.9255336866543,5.1875247028056926,-0.3046622662694324,0.04720000000000002,0.0414,0.05300000000000005,4000,0.00018379993560619612,0.00018379993560619612,0.00018379993560619612,31_32:0.006854076867062769,31_32:460
32,222.8680677059907,334.9454567238882,5.067697656640264,-0.3051898215487422,0.020399999999999974,0.02739999999999998,0.0134,4000,0.0001632217903256575,0.0001632217903256575,0.0001632217903256575,32_36:0.010850039217522561,32_36:460
33,130.82910498383242,89.27808856856444,5.1431548736020165,-0.3048693512942489,0.012699999999999934,0.014599999999999946,0.0108,4000,0.00018024893892567932,0.00018024893892567932,0.00018024893892567932,33_39:0.006850765605211417,33_39:460
34,168.61080805293767,99.24525685038283,5.109962298947554,-0.30524738246687383,0.026499999999999968,0.026800000000000046,0.0262,4000,0.0008523628838223915,0.0008523628838223915,0.0008523628838223915,34_24:0.016265830002688525,34_24:460
35,188.34920143848936,81.7046589637579,5.265725688498645,-0.30290733373228534,0.016599999999999948,0.0224,0.010800000000000032,4000,0.0002931673468801003,0.0002931673468801003,0.0002931673468801003,35_28:0.009477266509170579; 35_47:0.012627228955819914,35_28:460; 35_47:460
36,166.08850654109472,118.8086580297715,4.9876426623796135,-0.3066959215300392,0.02069999999999994,0.02839999999999998,0.013,4000,0.0013015977743276797,0.0013015977743276797,0.0013015977743276797,36_51:0.014667591060675944,36_51:460
37,150.90998495345448,70.92188418225363,5.1522047565891755,0,0.011099999999999999,0.0132,0.009000000000000008,4000,0.00021879337209900122,0.00021879337209900122,0.00021879337209900122,37_38:0.007264230802981386,37_38:460
38,252.53893624455975,134.93279513851638,5.0557940151106875,-0.30678375599991753,0.0676,0.06999999999999995,0.0652,4000,0.00042552284818472554,0.00042552284818472554,0.00042552284818472554,38_39:0.00555280704501282,38_39:460
39,224.37120406135983,82.95652241455055,5.014546502460288,-0.30625339810279006,0.22309999999999997,0.21519999999999995,0.231,4000,0.0004908434427232507,0.0004908434427232507,0.0004908434427232507,undefined,undefined
40,308.8454643767951,203.08339798710725,4.913881873363435,-0.3085609423192856,0.018999999999999906,0.022599999999999953,0.0154,4000,0.0007975516714369449,0.0007975516714369449,0.0007975516714369449,40_41:0.06235128499362744; 40_39:0.016374891496252653,40_41:460; 40_39:460
41,276.1285626734562,355.38882895471465,4.849435132828693,-0.3098668548576439,0.0132000000000001,0.016800000000000037,0.0096,4000,0.0002017779698267794,0.0002017779698267794,0.0002017779698267794,undefined,undefined
42,174.76247693725026,236.08743860245173,5.188843509312695,-0.3040822476358015,0.128,0.1302,0.12580000000000002,4000,0.00039679995777934084,0.00039679995777934084,0.00039679995777934084,42_41:0.007256822133884039; 42_43:0.008273235077333102,42_41:644; 42_43:460
43,211.5437238592932,207.7554020521896,5.246141895504274,-0.3036193558615149,0.08479999999999999,0.0866,0.08299999999999996,4000,0.00031853951936709876,0.00031853951936709876,0.00031853951936709876,43_44:0.014146744808713335; 43_34:0.008079836810536034,43_44:460; 43_34:460
44,133.027994209121,241.51982778831206,5.38690949282416,-0.3017743712270534,0.0464,0.0494,0.0434,4000,0.00020557700385776464,0.00020557700385776464,0.00020557700385776464,44_45:0.014638705276035474,44_45:940
45,257.9296981043754,261.65530268526135,4.959532107586882,-0.3070850274320939,0.0262,0.02839999999999998,0.024,4000,0.00029754065835003557,0.00029754065835003557,0.00029754065835003557,undefined,undefined
46,64.7535083623921,100.08109093770798,5.220031975663948,-0.304174882340972,0.027599999999999958,0.011399999999999966,0.0438,4000,0.00025948090165285717,0.00025948090165285717,0.00025948090165285717,46_47:0.012477042586500342; 46_45:0.014159811802387984,46_47:940; 46_45:940
47,172.04551121729784,54.43859060727064,5.3696429141271045,-0.3017349480846326,0.020399999999999974,0.026000000000000023,0.0148,4000,0.0005309204854800914,0.0005309204854800914,0.0005309204854800914,undefined,undefined
48,138.92523920093043,131.40917594768183,5.0428241271328025,-0.30576248822304464,0.05369999999999997,0.07999999999999996,0.0274,4000,0.00033663246742035455,0.00033663246742035455,0.00033663246742035455,48_47:0.06508343992996757; 48_49:0.04823431791793839,48_47:940; 48_49:460
49,113.42090174420653,59.76828965348053,5.148448978406686,-0.3053069944844609,0.011300000000000088,0.014,0.008600000000000052,4000,0.0004593214883759601,0.0004593214883759601,0.0004593214883759601,undefined,undefined
50,253.38138951624057,17.910345946782293,5.070960202842626,-0.3057750505499329,0.040999999999999925,0.0232,0.05879999999999996,4000,0.00019552413662040974,0.00019552413662040974,0.00019552413662040974,50_49:0.030382560807907355,50_49:460
51,216.82323453411715,215.32452564795832,4.9140496372126945,-0.3079660761748167,0.08620000000000005,0.08760000000000001,0.0848,4000,0.00016935798404747247,0.00016935798404747247,0.00016935798404747247,51_50:0.005955057366491767,51_50:460
52,96.67589391914814,121.8040317482689,5.36507109415011,-0.30044977457403194,0.0676,0.1046,0.03059999999999996,4000,0.0014616247560899802,0.0014616247560899802,0.0014616247560899802,52_56:0.02744226831453747; 52_37:0.013529419114993557,52_56:460; 52_37:460
53,182.05465519195704,136.33540466071506,5.074447493348128,-0.3052511328138923,0.007500000000000062,0.0112,0.0038000000000000256,4000,0.00015742668886693716,0.00015742668886693716,0.00015742668886693716,53_41:0.005434620781042898,53_41:460
54,241.0669612404455,152.24666508230217,5.126796166487042,-0.3044779129761831,0.03710000000000002,0.0358,0.03839999999999999,4000,0.00016881048916084757,0.00016881048916084757,0.00016881048916084757,54_64:0.009848382851007337; 54_45:0.0049379938834167025,54_64:460; 54_45:460
55,166.86307973585798,72.38264545286097,5.271061569588081,-0.3032763331040358,0.011600000000000055,0.015199999999999991,0.008,4000,0.0005803273795806211,0.0005803273795806211,0.0005803273795806211,55_68:0.016916117274865444; 55_49:0.04765557801310197,55_68:460; 55_49:460
56,179.29668648446955,116.85306529225701,5.095959834123726,-0.30564257393670535,0.029299999999999993,0.0406,0.018000000000000016,4000,0.0002100114424391765,0.0002100114424391765,0.0002100114424391765,56_57:0.005636485435663557,56_57:460
57,271.6771782611253,101.52998387390727,4.925847025669999,-0.3074875842721333,0.019600000000000062,0.0284,0.010800000000000032,4000,0.0005439960672417905,0.0005439960672417905,0.0005439960672417905,57_58:0.010526235886159002,57_58:460
58,276.64762317362,268.32782481717,5.009323159172569,-0.3075458356243641,0.041000000000000036,0.037,0.04500000000000004,4000,0.000630497903884053,0.000630497903884053,0.000630497903884053,58_71:0.01682290615343704; 58_59:0.009508338886823287,58_71:460; 58_59:460
59,102.97018115787844,135.66195085342378,5.119760387651167,-0.30485983269542327,0.10150000000000003,0.18500000000000005,0.018,4000,0.0017246213897058364,0.0017246213897058364,0.0017246213897058364,undefined,undefined
60,136.65866614495445,149.52850322997725,5.214854979236179,-0.30377721484435294,0.0807,0.081,0.08040000000000003,4000,0.0003134859841929952,0.0003134859841929952,0.0003134859841929952,60_53:0.02635737471217861; 60_61:0.011567540490991152; 60_59:0.011769144141308946,60_53:460; 60_61:460; 60_59:460
61,231.5557266822064,44.48530210740086,5.172217415076092,-0.29225208592658347,0.10159999999999991,0.101,0.10219999999999996,4000,0.00027528678371374095,0.00027528678371374095,0.00027528678371374095,undefined,undefined
62,294.0864747376295,61.51705449819495,5.041512543909464,-0.3062518169414769,0.016599999999999948,0.018000000000000016,0.0152,4000,0.0001889182636239021,0.0001889182636239021,0.0001889182636239021,62_63:0.007391737035313817; 62_61:0.006248534094743768,62_63:364; 62_61:460
63,68.479868532674,53.06957219438371,5.189960124776647,-0.3136995182184117,0.037800000000000056,0.044399999999999995,0.0312,4000,0.0006213693872529155,0.0006213693872529155,0.0006213693872529155,undefined,undefined
64,57.40718125022031,89.63648520104049,5.224582726217767,-0.30441299234312613,0.029200000000000004,0.0424,0.016000000000000014,4000,0.0010234846837499226,0.0010234846837499226,0.0010234846837499226,64_63:0.01819799695106561,64_63:460
65,172.12859131453428,57.11559174744765,5.271942505251546,-0.3025398263815699,0.01079999999999992,0.013599999999999945,0.008,4000,0.0003741778162402943,0.0003741778162402943,0.0003741778162402943,65_66:0.009154806406335536; 65_64:0.013755871579690854,65_66:460; 65_64:460
66,176.52558666927803,114.24340975138753,5.071587562485978,-0.3059749752436012,0.020100000000000007,0.0252,0.015000000000000013,4000,0.0007675202350121819,0.0007675202350121819,0.0007675202350121819,66_73:0.04176622902380209,66_73:460
67,136.23274246042388,39.50582573105122,5.319141203018221,-0.3029821205381753,0.13280000000000003,0.1338,0.13180000000000003,4000,0.0025012658459122876,0.0025012658459122876,0.0025012658459122876,67_68:0.02598577935924637; 67_66:0.02639762075666563,67_68:460; 67_66:460
68,88.86265334167308,121.17489191881036,5.224166171476119,-0.30256695991213484,0.03160000000000007,0.043,0.020199999999999996,4000,0.0022188124776381522,0.0022188124776381522,0.0022188124776381522,68_69:0.030842645178422223,68_69:460
69,114.1212699116142,38.30653778449578,5.146098387875906,-0.30370526767250344,0.06420000000000003,0.09519999999999995,0.0332,4000,0.004025768827187206,0.004025768827187206,0.004025768827187206,undefined,undefined
70,115.24110247410896,91.4952597005421,5.326543417447651,-0.3012282285505546,0.014599999999999946,0.017000000000000015,0.0122,4000,0.0003107370660617369,0.0003107370660617369,0.0003107370660617369,70_69:0.016605382803178775; 70_74:0.012586159450979822,70_69:460; 70_74:460
71,247.85343469200689,198.14700059167197,5.1548756315075455,-0.30511262038090686,0.040200000000000014,0.04679999999999995,0.0336,4000,0.0023715702237536284,0.0023715702237536284,0.0023715702237536284,undefined,undefined
72,107.48126626907329,112.45659120947293,5.305673896344144,-0.3021441719291235,0.24480000000000002,0.0338,0.4558,4000,0.0001503612928826726,0.0001503612928826726,0.0001503612928826726,72_81:0.009324311199140928; 72_62:0.008169876460453945,72_81:460; 72_62:460
73,156.46464669685994,228.04874751681993,5.226855207200083,-0.3038846445702912,0.029299999999999993,0.041000000000000036,0.0176,4000,0.0002279688174113447,0.0002279688174113447,0.0002279688174113447,73_85:0.013068901878855121,73_85:460
74,55.833101159153415,28.700232339613272,5.193460260517556,-0.303774761614907,0.04090000000000005,0.0308,0.051000000000000045,4000,0.0004891805640228116,0.0004891805640228116,0.0004891805640228116,74_89:0.012748240225658208,74_89:460
75,267.09503159154013,176.74250386943754,5.037416714529165,-0.3059330745023566,0.008199999999999985,0.01,0.006399999999999961,4000,0.0002897125019615839,0.0002897125019615839,0.0002897125019615839,undefined,undefined
76,183.83775065072209,76.20533486314474,5.141726720868729,-0.3054472251732113,0.010499999999999954,0.0106,0.010399999999999965,4000,0.0002618147380939079,0.0002618147380939079,0.0002618147380939079,76_77:0.006214177448246677; 76_75:0.006960720020795619,76_77:460; 76_75:460
77,239.69145333742657,193.4966431037345,5.068105036051396,-0.3065016012719818,0.009700000000000042,0.0126,0.006800000000000028,4000,0.00020261156528242444,0.00020261156528242444,0.00020261156528242444,77_71:0.01527116727152919,77_71:460
78,56.184255101472445,131.6185579956486,5.307417322906208,-0.3022261836913243,0.06740000000000002,0.051,0.08379999999999999,4000,0.0010519990786262165,0.0010519990786262165,0.0010519990786262165,78_77:1,78_77:460
79,169.18745599081595,97.19013557747381,5.161324884451458,-0.30484132049003226,0.1269,0.1618,0.09199999999999997,4000,0.00018185890426660167,0.00018185890426660167,0.00018185890426660167,79_78:0.02774772077743648,79_78:460
80,104.4923885558205,74.36801999984142,5.061170112365733,-0.30633278442457745,0.021500000000000075,0.03539999999999999,0.0076,4000,0.000697556956855184,0.000697556956855184,0.000697556956855184,80_81:0.02672570309057276; 80_79:0.013580631217935957,80_81:460; 80_79:460
81,150.45411173158146,174.51955726414135,5.129433546971615,-0.3054137206902027,0.018399999999999972,0.0184,0.018399999999999972,4000,0.0005319304976835781,0.0005319304976835781,0.0005319304976835781,81_82:0.026469462118195453,81_82:460
82,87.69949956277824,69.17095859579241,5.204486550086589,-0.30460666385650903,0.04600000000000004,0.05840000000000001,0.0336,4000,0.000457935406741263,0.000457935406741263,0.000457935406741263,undefined,undefined
83,176.72737308962476,229.9753172865051,5.098467751209672,-0.3060631444921947,0.014499999999999957,0.0242,0.0048,4000,0.0002752261700551334,0.0002752261700551334,0.0002752261700551334,83_82:0.01062312468034704; 83_92:0.2202433539487844,83_82:460; 83_92:460
84,103.87062614683103,127.39715697718896,5.321916253295903,-0.3011670429572288,0.07679999999999998,0.129,0.0246,4000,0.008234789643730697,0.008234789643730697,0.008234789643730697,84_83:0.019058891126971067,84_83:460
85,93.43342606434139,71.55729249480794,5.1671530950432,-0.30448267929959566,0.0484,0.0574,0.03939999999999999,4000,0.0012463458994244976,0.0012463458994244976,0.0012463458994244976,85_86:0.040289932573863096; 85_84:0.016452865005525313,85_86:460; 85_84:460
86,45.3736473057235,12.868277403650826,5.259638986933286,-0.3020958630660552,0.1765,0.27159999999999995,0.0814,4000,0.0039067473488313895,0.0039067473488313895,0.0039067473488313895,undefined,undefined
87,51.257632718251884,19.268759934611126,5.304301818158863,-0.30200657345445225,0.19469999999999998,0.21699999999999997,0.1724,4000,0.0012028914806280423,0.0012028914806280423,0.0012028914806280423,87_88:0.03733130931738585; 87_86:0.06839733939824985,87_88:460; 87_86:460
88,72.66146099616292,25.259969900172507,5.210700320793215,-0.3036051589132834,0.06879999999999997,0.07640000000000002,0.0612,4000,0.0008577253076919266,0.0008577253076919266,0.0008577253076919266,88_89:0.016295849951694613,88_89:460
89,190.97924257662726,26.325773410135437,5.108683578791329,-0.3049805406315673,0.07350000000000001,0.0744,0.0726,4000,0.0003222211685294769,0.0003222211685294769,0.0003222211685294769,undefined,undefined
90,187.94531667156278,147.12581450573802,5.081472423994206,-0.3059202148874973,0.04730000000000001,0.06459999999999999,0.03,4000,0.0007971252808010188,0.0007971252808010188,0.0007971252808010188,90_75:0.011502338867425355,90_75:460
91,144.9279269756006,33.9905373458448,5.258065062434385,-0.3040301866314355,0.014899999999999913,0.018399999999999972,0.0114,4000,0.002157471787877521,0.002157471787877521,0.002157471787877521,91_79:0.019553426150908076,91_79:460
92,39.15400845358497,22.56129802175914,5.354086376370335,-0.3011812486799366,0.0817,0.10719999999999996,0.0562,4000,0.0026287913146872603,0.0026287913146872603,0.0026287913146872603,92_102:0.13379070294489254,92_102:460
93,52.92576772222157,5.286443381030994,5.403563493010153,-0.3006732556397184,0.07830000000000004,0.1134,0.043200000000000016,4000,0.003210793278202694,0.003210793278202694,0.003210793278202694,93_87:0.11440601101357761; 93_106:0.07368911932089625,93_87:460; 93_106:460
94,62.837425433697426,33.581494954765866,5.221718612963484,-0.30365179722395735,0.348,0.357,0.339,4000,0.0013482435242256525,0.0013482435242256525,0.0013482435242256525,94_95:0.023014190939454948; 94_90:0.025677149293199225,94_95:460; 94_90:460
95,82.61789606351678,47.31709123560553,5.295406991081545,-0.30253179203973657,0.14359999999999995,0.1608,0.12639999999999996,4000,0.0013163952009013979,0.0013163952009013979,0.0013163952009013979,undefined,undefined
96,112.74724200335848,13.42566411599967,5.404541207137427,-0.3001654036183122,0.09140000000000004,0.09160000000000001,0.0912,4000,0.000571838895600207,0.000571838895600207,0.000571838895600207,96_109:0.020261086899176967; 96_95:0.01524039860906315; 96_97:0.032388231240170845,96_109:460; 96_95:460; 96_97:460
97,116.47934339511282,31.81814084870527,5.169810247755815,-0.3044385211665954,0.06400000000000006,0.11140000000000005,0.0166,4000,0.0007944386269349606,0.0007944386269349606,0.0007944386269349606,97_98:0.05383114082743615,97_98:460
98,63.172944835012075,71.67204447190339,5.028341515377957,-0.3064823887239176,0.08979999999999999,0.16700000000000004,0.0126,4000,0.005205759001754151,0.005205759001754151,0.005205759001754151,98_91:0.08424647227320807,98_91:460
99,107.01831046087744,63.12223479380372,5.188568549563809,-0.30321931911198546,0.05790000000000006,0.0826,0.0332,4000,0.002499552608238993,0.002499552608238993,0.002499552608238993,99_98:0.06427494014139154,99_98:460
100,101.52277774333922,98.11723200202,5.424590392579311,-0.2998178227118968,0.11060000000000003,0.11399999999999999,0.1072,4000,0.0010286719693070913,0.0010286719693070913,0.0010286719693070913,100_110:0.05241185322447875; 100_99:0.036189273642192044,100_110:940; 100_99:460
101,75.02705918034036,86.07648514855673,5.291185253878996,-0.30271601896977457,0.022299999999999986,0.03480000000000005,0.0098,4000,0.0007552786406593001,0.0007552786406593001,0.0007552786406593001,101_100:0.02977735284968039,101_100:460
102,49.96061821544975,42.244102556835756,5.2247779682175866,-0.30335465187537386,0.04420000000000002,0.06840000000000002,0.02,4000,0.004978239743806005,0.004978239743806005,0.004978239743806005,102_101:0.05512049080245521,102_101:460
103,49.04983944730034,85.62243720568061,5.126030418056821,-0.3041784639807636,0.06640000000000001,0.11599999999999999,0.0168,4000,0.002025938042256447,0.002025938042256447,0.002025938042256447,103_102:0.10355873703068041; 103_104:0.18859660509535078,103_102:460; 103_104:460
104,81.09681817702794,37.9559317462811,5.262085218644318,-0.3034725029218463,0.07689999999999997,0.11960000000000004,0.0342,4000,0.00148353837781293,0.00148353837781293,0.00148353837781293,104_111:0.08291233104361534; 104_105:0.08166063743262289,104_111:460; 104_105:460
105,69.11279623263658,28.019315357082778,5.1852340484416235,-0.3038942306967208,0.06659999999999999,0.1048,0.0284,4000,0.004758285989801601,0.004758285989801601,0.004758285989801601,105_106:0.13705363561477313,105_106:460
106,31.558446495265137,34.809089102925796,5.265200270362059,-0.3035961473516589,0.3050999999999999,0.3388,0.2714,4000,0.0013335825098817985,0.0013335825098817985,0.0013335825098817985,106_107:0.042960409801778066,106_107:460
107,11.588783367302023,14.370009228138287,5.376575732308138,-0.2995385636542149,0.02310000000000001,0.032200000000000006,0.014,4000,0.0011612415458594311,0.0011612415458594311,0.0011612415458594311,107_108:0.02123162241138188,107_108:460
108,83.28589629629407,12.1268763481807,5.462460215057549,-0.2989461503746931,0.060699999999999976,0.08819999999999995,0.0332,4000,0.004076428759390442,0.004076428759390442,0.004076428759390442,108_112:0.0141401823094017,108_112:460
109,295.6958315012673,133.65239449310468,5.0742216773966575,-0.3048374847466552,0.1269,0.1272,0.12660000000000005,4000,0.00024106889808535,0.00024106889808535,0.00024106889808535,109_114:0.008627229460139774,109_114:460
110,30.640757014391163,53.47650510708821,5.0847320741734565,-0.3045801746559086,0.08130000000000004,0.11240000000000006,0.0502,4000,0.005002063446512504,0.005002063446512504,0.005002063446512504,undefined,undefined
111,50.65053093351369,39.02829679417598,5.326812008993232,-0.30254270003627104,0.026599999999999957,0.04179999999999995,0.0114,4000,0.002985715835505686,0.002985715835505686,0.002985715835505686,111_122:0.17651199976939935,111_122:460
112,138.52118804640526,17.996357773568853,5.3529825224700955,-0.30030403321008775,0.030000000000000027,0.0314,0.02859999999999996,4000,0.0004021271313644039,0.0004021271313644039,0.0004021271313644039,112_126:0.02628060501841281,112_126:460
113,94.72275332404232,129.6423086374188,5.181837552182837,-0.30447465160133247,0.026899999999999924,0.03059999999999996,0.0232,4000,0.0003911729520003834,0.0003911729520003834,0.0003911729520003834,113_114:0.006076964466552148,113_114:460
114,239.02234634341784,26.588779677545784,5.118247870985283,-0.3045043942846206,0.03300000000000003,0.0368,0.029200000000000004,4000,0.0002680302117058822,0.0002680302117058822,0.0002680302117058822,undefined,undefined
115,17.65989450476651,3.831672793843737,5.230850802669862,-0.3029742067992513,0.009600000000000053,0.011600000000000055,0.0076,4000,0.005970409552659339,0.005970409552659339,0.005970409552659339,115_114:0.05535637396108686,115_114:460
116,143.05169033514656,218.30885722958757,5.345526991510494,-0.30079338892536006,0.013700000000000045,0.016199999999999992,0.0112,4000,0.0001605858513983365,0.0001605858513983365,0.0001605858513983365,116_117:0.006891827026794334; 116_115:0.045585469756593694,116_117:460; 116_115:460
117,146.05719959032302,164.3480489341317,5.264524687101327,-0.3019670571929324,0.02089999999999992,0.03059999999999996,0.0112,4000,0.0006177468024333337,0.0006177468024333337,0.0006177468024333337,117_118:0.03812991632534027,117_118:460
118,61.410897706790266,61.10629739735857,5.207151077350954,-0.3041092555021294,0.08810000000000007,0.1634,0.0128,4000,0.004192654643313522,0.004192654643313522,0.004192654643313522,118_119:0.05295132438836056; 118_110:0.05913878454008492,118_119:460; 118_110:460
119,65.80842198589967,30.230121651801024,5.256805127701181,-0.3228499676351068,0.046699999999999964,0.0606,0.03280000000000005,4000,0.0017028502953803366,0.0017028502953803366,0.0017028502953803366,119_120:0.056282113406683876,119_120:460
