#time	observable	value

28.75 	ideal_proj	3.481150863822e-06

28.8 	ideal_proj	3.81136303980437e-06

28.85 	ideal_proj	4.17919747566426e-06

28.9 	ideal_proj	4.58460159424108e-06

28.95 	ideal_proj	5.02658394077008e-06

29 	ideal_proj	5.50313736201362e-06

29.05 	ideal_proj	6.01119013008146e-06

29.1 	ideal_proj	6.5465882426681e-06

29.15 	ideal_proj	7.10411394432157e-06

29.2 	ideal_proj	7.6775410559615e-06

29.25 	ideal_proj	8.25972936802587e-06

29.3 	ideal_proj	8.84275510021802e-06

29.35 	ideal_proj	9.41807592195318e-06

29.4 	ideal_proj	9.97672646125123e-06

29.45 	ideal_proj	1.05095377827661e-05

29.5 	ideal_proj	1.1007373925177e-05

29.55 	ideal_proj	1.14613778475419e-05

29.6 	ideal_proj	1.18632175399481e-05

29.65 	ideal_proj	1.2205322861029e-05

29.7 	ideal_proj	1.24811058249827e-05

29.75 	ideal_proj	1.26851539006298e-05

29.8 	ideal_proj	1.28133892945016e-05

29.85 	ideal_proj	1.27026677670904e-05

29.9 	ideal_proj	1.25125971432418e-05

29.95 	ideal_proj	1.2247217943313e-05

30 	ideal_proj	1.19119853423251e-05

30.05 	ideal_proj	1.15135989880976e-05

30.1 	ideal_proj	1.1059799123121e-05

30.15 	ideal_proj	1.05591351155377e-05

30.2 	ideal_proj	1.00207168687718e-05

30.25 	ideal_proj	9.4539581779528e-06

30.3 	ideal_proj	8.86832063452657e-06

30.35 	ideal_proj	8.27306879724625e-06

30.4 	ideal_proj	7.67704381594126e-06

