#time	quantity	value
1 	OSEE_center	2.73491338972501
1 	max_bond_dim	63
1 	duration_ms	736981

1.05 	tr_rho	1.00000003053903
1.05 	S_2	8.7606804779242
1.05 	OSEE_center	2.73241481953992
1.05 	max_bond_dim	96
1.05 	duration_ms	788033

1.1 	tr_rho	1.00000001678175
1.1 	S_2	8.77062178020584
1.1 	OSEE_center	2.72943146637135
1.1 	max_bond_dim	100
1.1 	duration_ms	845780

1.15 	tr_rho	0.999999999999999
1.15 	S_2	8.78076772981673
1.15 	OSEE_center	2.72532543700205
1.15 	max_bond_dim	81
1.15 	duration_ms	1085847

1.2 	tr_rho	1.00000008518115
1.2 	S_2	8.79090311517716
1.2 	OSEE_center	2.72073822589542
1.2 	max_bond_dim	100
1.2 	duration_ms	1189272

1.25 	tr_rho	1
1.25 	S_2	8.80102787343193
1.25 	OSEE_center	2.71567078910696
1.25 	max_bond_dim	74
1.25 	duration_ms	1303830

1.3 	tr_rho	1
1.3 	S_2	8.81114138605077
1.3 	OSEE_center	2.71012419051381
1.3 	max_bond_dim	74
1.3 	duration_ms	1397169

1.35 	tr_rho	1.00000008079942
1.35 	S_2	8.82124353690367
1.35 	OSEE_center	2.70409960492091
1.35 	max_bond_dim	89
1.35 	duration_ms	1489082

1.4 	tr_rho	1
1.4 	S_2	8.83133419067185
1.4 	OSEE_center	2.69759832172309
1.4 	max_bond_dim	73
1.4 	duration_ms	1590444

1.45 	tr_rho	1
1.45 	S_2	8.84141272217771
1.45 	OSEE_center	2.69062174906832
1.45 	max_bond_dim	74
1.45 	duration_ms	1667594

1.5 	tr_rho	1.00000012321024
1.5 	S_2	8.85147898237684
1.5 	OSEE_center	2.68317141844455
1.5 	max_bond_dim	82
1.5 	duration_ms	1749837

1.55 	tr_rho	0.999999999999999
1.55 	S_2	8.86153290920642
1.55 	OSEE_center	2.67524898962936
1.55 	max_bond_dim	70
1.55 	duration_ms	1845262

1.6 	tr_rho	1
1.6 	S_2	8.87157370150347
1.6 	OSEE_center	2.6668562558926
1.6 	max_bond_dim	71
1.6 	duration_ms	1921039

1.65 	tr_rho	1.00000023410368
1.65 	S_2	8.8816012998981
1.65 	OSEE_center	2.65799514934841
1.65 	max_bond_dim	84
1.65 	duration_ms	1986778

1.7 	tr_rho	1
1.7 	S_2	8.89161587297854
1.7 	OSEE_center	2.64866774638116
1.7 	max_bond_dim	67
1.7 	duration_ms	2089452

1.75 	tr_rho	1
1.75 	S_2	8.9016161950762
1.75 	OSEE_center	2.63887627304428
1.75 	max_bond_dim	68
1.75 	duration_ms	2165517

1.8 	tr_rho	1.00000044929316
1.8 	S_2	8.91160245678757
1.8 	OSEE_center	2.62862311025019
1.8 	max_bond_dim	76
1.8 	duration_ms	2239920

1.85 	tr_rho	0.999999999999999
1.85 	S_2	8.92157529316324
1.85 	OSEE_center	2.61791079873628
1.85 	max_bond_dim	66
1.85 	duration_ms	2343908

1.9 	tr_rho	1
1.9 	S_2	8.93153266225406
1.9 	OSEE_center	2.60674204372606
1.9 	max_bond_dim	67
1.9 	duration_ms	2418925

1.95 	tr_rho	1.00000049615705
1.95 	S_2	8.94147523735844
1.95 	OSEE_center	2.59511971899846
1.95 	max_bond_dim	75
1.95 	duration_ms	2498467

2 	tr_rho	0.999999999999999
2 	S_2	8.95140380803256
2 	OSEE_center	2.58304687050735
2 	max_bond_dim	65
2 	duration_ms	2586470

2.05 	tr_rho	1
2.05 	S_2	8.96131621095348
2.05 	OSEE_center	2.57052671936149
2.05 	max_bond_dim	67
2.05 	duration_ms	2659034

2.1 	tr_rho	1.00000046338978
2.1 	S_2	8.97121328583802
2.1 	OSEE_center	2.55756266403959
2.1 	max_bond_dim	78
2.1 	duration_ms	2735420

2.15 	tr_rho	1
2.15 	S_2	8.98109583403862
2.15 	OSEE_center	2.54415828190095
2.15 	max_bond_dim	63
2.15 	duration_ms	2820510

2.2 	tr_rho	0.999999999999999
2.2 	S_2	8.99096190368644
2.2 	OSEE_center	2.53031732988141
2.2 	max_bond_dim	64
2.2 	duration_ms	2886476

2.25 	tr_rho	1.00000033435908
2.25 	S_2	9.00081235222605
2.25 	OSEE_center	2.51604374429922
2.25 	max_bond_dim	79
2.25 	duration_ms	2958288

2.3 	tr_rho	1
2.3 	S_2	9.01064780684618
2.3 	OSEE_center	2.50134163985123
2.3 	max_bond_dim	66
2.3 	duration_ms	3054733

2.35 	tr_rho	1
2.35 	S_2	9.02046691556125
2.35 	OSEE_center	2.48621530777732
2.35 	max_bond_dim	67
2.35 	duration_ms	3134058

2.4 	tr_rho	1.00000028929402
2.4 	S_2	9.03027035925538
2.4 	OSEE_center	2.4706692130975
2.4 	max_bond_dim	76
2.4 	duration_ms	3205313

2.45 	tr_rho	1
2.45 	S_2	9.04005875382867
2.45 	OSEE_center	2.45470799111429
2.45 	max_bond_dim	67
2.45 	duration_ms	3298771

2.5 	tr_rho	1
2.5 	S_2	9.04983100128232
2.5 	OSEE_center	2.43833644316289
2.5 	max_bond_dim	69
2.5 	duration_ms	3380538

2.55 	tr_rho	1.00000047636422
2.55 	S_2	9.05958775847061
2.55 	OSEE_center	2.42155953160038
2.55 	max_bond_dim	62
2.55 	duration_ms	3460900

2.6 	tr_rho	1
2.6 	S_2	9.06921699127919
2.6 	OSEE_center	2.43796528457397
2.6 	max_bond_dim	65
2.6 	duration_ms	3534688

2.65 	tr_rho	1
2.65 	S_2	9.0788416595742
2.65 	OSEE_center	2.45397580152779
2.65 	max_bond_dim	66
2.65 	duration_ms	3602355

2.7 	tr_rho	0.999999984778522
2.7 	S_2	9.08846287842441
2.7 	OSEE_center	2.46958694440505
2.7 	max_bond_dim	77
2.7 	duration_ms	3677370

2.75 	tr_rho	0.999999999999999
2.75 	S_2	9.0980807587396
2.75 	OSEE_center	2.48479467269132
2.75 	max_bond_dim	64
2.75 	duration_ms	3772002

2.8 	tr_rho	1
2.8 	S_2	9.10769548376134
2.8 	OSEE_center	2.49959503868678
2.8 	max_bond_dim	64
2.8 	duration_ms	3847893

2.85 	tr_rho	0.999999717487664
2.85 	S_2	9.11730712220585
2.85 	OSEE_center	2.51398418347465
2.85 	max_bond_dim	80
2.85 	duration_ms	3917292

2.9 	tr_rho	1
2.9 	S_2	9.1269151837984
2.9 	OSEE_center	2.52795833363237
2.9 	max_bond_dim	64
2.9 	duration_ms	4015137

2.95 	tr_rho	1
2.95 	S_2	9.1365208470551
2.95 	OSEE_center	2.54151379855118
2.95 	max_bond_dim	66
2.95 	duration_ms	4094059

3 	tr_rho	0.999999754163411
3 	S_2	9.14612356961227
3 	OSEE_center	2.55464696867077
3 	max_bond_dim	81
3 	duration_ms	4168286

3.05 	tr_rho	0.999999999999999
3.05 	S_2	9.1557228558573
3.05 	OSEE_center	2.56735431441283
3.05 	max_bond_dim	66
3.05 	duration_ms	4273937

3.1 	tr_rho	1
3.1 	S_2	9.16531965853956
3.1 	OSEE_center	2.57963238568007
3.1 	max_bond_dim	67
3.1 	duration_ms	4356943

3.15 	tr_rho	0.999999464349176
3.15 	S_2	9.1749134299129
3.15 	OSEE_center	2.59147781230861
3.15 	max_bond_dim	84
3.15 	duration_ms	4443369

3.2 	tr_rho	1
3.2 	S_2	9.18450301735585
3.2 	OSEE_center	2.6028873051053
3.2 	max_bond_dim	68
3.2 	duration_ms	4544751

3.25 	tr_rho	1
3.25 	S_2	9.19409045853505
3.25 	OSEE_center	2.61385765729645
3.25 	max_bond_dim	70
3.25 	duration_ms	4628298

3.3 	tr_rho	0.999999502512388
3.3 	S_2	9.2036745551852
3.3 	OSEE_center	2.62438574687999
3.3 	max_bond_dim	82
3.3 	duration_ms	4715035

3.35 	tr_rho	1
3.35 	S_2	9.21325416516204
3.35 	OSEE_center	2.6344685393192
3.35 	max_bond_dim	70
3.35 	duration_ms	4825283

3.4 	tr_rho	1
3.4 	S_2	9.2228311126718
3.4 	OSEE_center	2.64410309053942
3.4 	max_bond_dim	70
3.4 	duration_ms	4913590

3.45 	tr_rho	0.999999746712939
3.45 	S_2	9.23240422080499
3.45 	OSEE_center	2.65328655051632
3.45 	max_bond_dim	94
3.45 	duration_ms	4998903

3.5 	tr_rho	1
3.5 	S_2	9.24197278753109
3.5 	OSEE_center	2.66201616699525
3.5 	max_bond_dim	70
3.5 	duration_ms	5102053

3.55 	tr_rho	1
3.55 	S_2	9.25153761839518
3.55 	OSEE_center	2.67028928943797
3.55 	max_bond_dim	71
3.55 	duration_ms	5195214

3.6 	tr_rho	1.00000010793699
3.6 	S_2	9.26109799001812
3.6 	OSEE_center	2.67810337306098
3.6 	max_bond_dim	81
3.6 	duration_ms	5275015

3.65 	tr_rho	1
3.65 	S_2	9.27065389448252
3.65 	OSEE_center	2.68545598289625
3.65 	max_bond_dim	70
3.65 	duration_ms	5380687

3.7 	tr_rho	1
3.7 	S_2	9.28020467133498
3.7 	OSEE_center	2.69234479787888
3.7 	max_bond_dim	72
3.7 	duration_ms	5475229

3.75 	tr_rho	0.99999997545582
3.75 	S_2	9.28975030472795
3.75 	OSEE_center	2.69876761464812
3.75 	max_bond_dim	85
3.75 	duration_ms	5561107

3.8 	tr_rho	0.999999999999999
3.8 	S_2	9.29929051273537
3.8 	OSEE_center	2.70472235125908
3.8 	max_bond_dim	74
3.8 	duration_ms	5658373

3.85 	tr_rho	1
3.85 	S_2	9.30882516165125
3.85 	OSEE_center	2.7102070505646
3.85 	max_bond_dim	74
3.85 	duration_ms	5741221

3.9 	tr_rho	1.00000008383431
3.9 	S_2	9.3183539723814
3.9 	OSEE_center	2.71521988327889
3.9 	max_bond_dim	84
3.9 	duration_ms	5826554

3.95 	tr_rho	0.999999999999999
3.95 	S_2	9.32787688645732
3.95 	OSEE_center	2.71975915065588
3.95 	max_bond_dim	75
3.95 	duration_ms	5940473

4 	tr_rho	1
4 	S_2	9.33733361577795
4 	OSEE_center	2.71486706433926
4 	max_bond_dim	74
4 	duration_ms	6029888

4.05 	tr_rho	1.00000004387932
4.05 	S_2	9.3467783633714
4.05 	OSEE_center	2.70949568722011
4.05 	max_bond_dim	90
4.05 	duration_ms	6115335

4.1 	tr_rho	1
4.1 	S_2	9.35621093699779
4.1 	OSEE_center	2.70364621159306
4.1 	max_bond_dim	74
4.1 	duration_ms	6212610

4.15 	tr_rho	1
4.15 	S_2	9.36563087487559
4.15 	OSEE_center	2.69731994750387
4.15 	max_bond_dim	73
4.15 	duration_ms	6297565

4.2 	tr_rho	1.00000014884763
4.2 	S_2	9.37503797478898
4.2 	OSEE_center	2.69051832617673
4.2 	max_bond_dim	86
4.2 	duration_ms	6385434

4.25 	tr_rho	1
4.25 	S_2	9.38443224205796
4.25 	OSEE_center	2.68324290380983
4.25 	max_bond_dim	75
4.25 	duration_ms	6498916

4.3 	tr_rho	1
4.3 	S_2	9.3938127891673
4.3 	OSEE_center	2.67549536581128
4.3 	max_bond_dim	75
4.3 	duration_ms	6585063

4.35 	tr_rho	0.999999790278858
4.35 	S_2	9.40317962333094
4.35 	OSEE_center	2.66727753113681
4.35 	max_bond_dim	85
4.35 	duration_ms	6669352

4.4 	tr_rho	1
4.4 	S_2	9.41253203944142
4.4 	OSEE_center	2.65859135694004
4.4 	max_bond_dim	75
4.4 	duration_ms	6781135

4.45 	tr_rho	1
4.45 	S_2	9.42187059772087
4.45 	OSEE_center	2.64943894319319
4.45 	max_bond_dim	74
4.45 	duration_ms	6877757

4.5 	tr_rho	0.999999825335142
4.5 	S_2	9.43119460945623
4.5 	OSEE_center	2.63982253743348
4.5 	max_bond_dim	87
4.5 	duration_ms	6961009

4.55 	tr_rho	1
4.55 	S_2	9.44050346786352
4.55 	OSEE_center	2.62974453938709
4.55 	max_bond_dim	74
4.55 	duration_ms	7074890

4.6 	tr_rho	1
4.6 	S_2	9.44979762876922
4.6 	OSEE_center	2.61920750527269
4.6 	max_bond_dim	73
4.6 	duration_ms	7170377

4.65 	tr_rho	1.00000006704105
4.65 	S_2	9.45907651671422
4.65 	OSEE_center	2.60821415201776
4.65 	max_bond_dim	86
4.65 	duration_ms	7259690

4.7 	tr_rho	1
4.7 	S_2	9.46834005869891
4.7 	OSEE_center	2.5967673610451
4.7 	max_bond_dim	71
4.7 	duration_ms	7379023

4.75 	tr_rho	1
4.75 	S_2	9.47758780060865
4.75 	OSEE_center	2.58487018146016
4.75 	max_bond_dim	71
4.75 	duration_ms	7469109

4.8 	tr_rho	1.00000041522645
4.8 	S_2	9.48681971333638
4.8 	OSEE_center	2.57252583292712
4.8 	max_bond_dim	83
4.8 	duration_ms	7557984

4.85 	tr_rho	1
4.85 	S_2	9.49603648854828
4.85 	OSEE_center	2.55973770781678
4.85 	max_bond_dim	69
4.85 	duration_ms	7672962

4.9 	tr_rho	1
4.9 	S_2	9.50523635209267
4.9 	OSEE_center	2.54650937274688
4.9 	max_bond_dim	68
4.9 	duration_ms	7755983

4.95 	tr_rho	1.00000011254175
4.95 	S_2	9.51442004726489
4.95 	OSEE_center	2.53284456937031
4.95 	max_bond_dim	80
4.95 	duration_ms	7845649

5 	tr_rho	1
5 	S_2	9.52358773846919
5 	OSEE_center	2.518747214464
5 	max_bond_dim	69
5 	duration_ms	7956778

5.05 	tr_rho	1
5.05 	S_2	9.53273894160064
5.05 	OSEE_center	2.50422139925563
5.05 	max_bond_dim	70
5.05 	duration_ms	8051094

5.1 	tr_rho	1.00000008857388
5.1 	S_2	9.54187387402488
5.1 	OSEE_center	2.4892713879576
5.1 	max_bond_dim	81
5.1 	duration_ms	8131789

5.15 	tr_rho	1
5.15 	S_2	9.55099273007406
5.15 	OSEE_center	2.47390161557279
5.15 	max_bond_dim	69
5.15 	duration_ms	8236619

5.2 	tr_rho	1
5.2 	S_2	9.56009519630545
5.2 	OSEE_center	2.45811668493667
5.2 	max_bond_dim	69
5.2 	duration_ms	8328460

5.25 	tr_rho	1.00000006915231
5.25 	S_2	9.56918151268172
5.25 	OSEE_center	2.44192136307107
5.25 	max_bond_dim	82
5.25 	duration_ms	8421603

5.3 	tr_rho	1
5.3 	S_2	9.57825189915711
5.3 	OSEE_center	2.42532057688191
5.3 	max_bond_dim	69
5.3 	duration_ms	8545349

5.35 	tr_rho	1
5.35 	S_2	9.58730617776982
5.35 	OSEE_center	2.40831940827266
5.35 	max_bond_dim	69
5.35 	duration_ms	8642719

5.4 	tr_rho	1.00000027505306
5.4 	S_2	9.59634459826646
5.4 	OSEE_center	2.39092308873091
5.4 	max_bond_dim	61
5.4 	duration_ms	8740291

5.45 	tr_rho	1
5.45 	S_2	9.60555928642084
5.45 	OSEE_center	2.40769937515857
5.45 	max_bond_dim	66
5.45 	duration_ms	8819820

5.5 	tr_rho	1
5.5 	S_2	9.61476976295264
5.5 	OSEE_center	2.42408855318799
5.5 	max_bond_dim	66
5.5 	duration_ms	8890445

5.55 	tr_rho	0.999999899652886
5.55 	S_2	9.62397677362095
5.55 	OSEE_center	2.44008637406029
5.55 	max_bond_dim	81
5.55 	duration_ms	8962369

5.6 	tr_rho	1
5.6 	S_2	9.63318030119383
5.6 	OSEE_center	2.45568869363484
5.6 	max_bond_dim	67
5.6 	duration_ms	9056844

5.65 	tr_rho	1
5.65 	S_2	9.6423809158569
5.65 	OSEE_center	2.47089146722601
5.65 	max_bond_dim	67
5.65 	duration_ms	9131640

5.7 	tr_rho	0.999999938804872
5.7 	S_2	9.651578567867
5.7 	OSEE_center	2.48569074501376
5.7 	max_bond_dim	79
5.7 	duration_ms	9207631

5.75 	tr_rho	1
5.75 	S_2	9.66077326519398
5.75 	OSEE_center	2.50008266805161
5.75 	max_bond_dim	68
5.75 	duration_ms	9306735

5.8 	tr_rho	0.999999999999999
5.8 	S_2	9.66996536066227
5.8 	OSEE_center	2.51406346490215
5.8 	max_bond_dim	67
5.8 	duration_ms	9396294

5.85 	tr_rho	1.00000009001743
5.85 	S_2	9.67915481652402
5.85 	OSEE_center	2.52762944895655
5.85 	max_bond_dim	83
5.85 	duration_ms	9477823

5.9 	tr_rho	1
5.9 	S_2	9.68834187215295
5.9 	OSEE_center	2.54077701641359
5.9 	max_bond_dim	72
5.9 	duration_ms	9596582

5.95 	tr_rho	1
5.95 	S_2	9.69752620165703
5.95 	OSEE_center	2.5535026449514
5.95 	max_bond_dim	70
5.95 	duration_ms	9692853

6 	tr_rho	0.999999979754201
6 	S_2	9.70670799385858
6 	OSEE_center	2.56580289304006
6 	max_bond_dim	85
6 	duration_ms	9780825

6.05 	tr_rho	1
6.05 	S_2	9.71588719127944
6.05 	OSEE_center	2.57767439996187
6.05 	max_bond_dim	75
6.05 	duration_ms	9898950

6.1 	tr_rho	1
6.1 	S_2	9.72506383308444
6.1 	OSEE_center	2.58911388630754
6.1 	max_bond_dim	75
6.1 	duration_ms	10000228

6.15 	tr_rho	0.999999355415612
6.15 	S_2	9.73423781293722
6.15 	OSEE_center	2.60011815522268
6.15 	max_bond_dim	89
6.15 	duration_ms	10095559

6.2 	tr_rho	1
6.2 	S_2	9.74340775250406
6.2 	OSEE_center	2.61068409413549
6.2 	max_bond_dim	72
6.2 	duration_ms	10198880

6.25 	tr_rho	1
6.25 	S_2	9.75257611956919
6.25 	OSEE_center	2.62080867678752
6.25 	max_bond_dim	72
6.25 	duration_ms	10287175

6.3 	tr_rho	0.999999885606674
6.3 	S_2	9.76174149428014
6.3 	OSEE_center	2.63048896592969
6.3 	max_bond_dim	88
6.3 	duration_ms	10374814

6.35 	tr_rho	1
6.35 	S_2	9.77090349865164
6.35 	OSEE_center	2.63972211618504
6.35 	max_bond_dim	70
6.35 	duration_ms	10496020

6.4 	tr_rho	0.999999999999999
6.4 	S_2	9.7800624244713
6.4 	OSEE_center	2.64850537734545
6.4 	max_bond_dim	70
6.4 	duration_ms	10588914

6.45 	tr_rho	1.0000000351478
6.45 	S_2	9.78921786253373
6.45 	OSEE_center	2.65683609765353
6.45 	max_bond_dim	85
6.45 	duration_ms	10676199

6.5 	tr_rho	0.999999999999999
6.5 	S_2	9.79836968984124
6.5 	OSEE_center	2.66471172738363
6.5 	max_bond_dim	71
6.5 	duration_ms	10797802

6.55 	tr_rho	1
6.55 	S_2	9.80751756173763
6.55 	OSEE_center	2.67212982240636
6.55 	max_bond_dim	75
6.55 	duration_ms	10887822

6.6 	tr_rho	0.999999943980747
6.6 	S_2	9.81666133544115
6.6 	OSEE_center	2.67908804775357
6.6 	max_bond_dim	98
6.6 	duration_ms	10973370

6.65 	tr_rho	1
6.65 	S_2	9.82580067884361
6.65 	OSEE_center	2.68558418109534
6.65 	max_bond_dim	74
6.65 	duration_ms	11097262

6.7 	tr_rho	1
6.7 	S_2	9.83493559010475
6.7 	OSEE_center	2.6916161160529
6.7 	max_bond_dim	73
6.7 	duration_ms	11199412

6.75 	tr_rho	0.999999898455675
6.75 	S_2	9.84406572745746
6.75 	OSEE_center	2.697181865304
6.75 	max_bond_dim	89
6.75 	duration_ms	11302018

6.8 	tr_rho	1
6.8 	S_2	9.85319065549622
6.8 	OSEE_center	2.70227956342232
6.8 	max_bond_dim	73
6.8 	duration_ms	11431294

6.85 	tr_rho	1
6.85 	S_2	9.86231054637876
6.85 	OSEE_center	2.70690746938286
6.85 	max_bond_dim	73
6.85 	duration_ms	11533524

6.9 	tr_rho	0.999999896543728
6.9 	S_2	9.87151423249734
6.9 	OSEE_center	2.70200387550957
6.9 	max_bond_dim	85
6.9 	duration_ms	11629334

6.95 	tr_rho	1
6.95 	S_2	9.88070474598345
6.95 	OSEE_center	2.69662258825436
6.95 	max_bond_dim	73
6.95 	duration_ms	11757750

7 	tr_rho	1
7 	S_2	9.88988221527936
7 	OSEE_center	2.69076479006112
7 	max_bond_dim	72
7 	duration_ms	11853217

7.05 	tr_rho	1.00000000436957
7.05 	S_2	9.8990461473971
7.05 	OSEE_center	2.68443178702972
7.05 	max_bond_dim	83
7.05 	duration_ms	11952210

7.1 	tr_rho	1
7.1 	S_2	9.90819626558842
7.1 	OSEE_center	2.67762501215194
7.1 	max_bond_dim	73
7.1 	duration_ms	12079379

7.15 	tr_rho	0.999999999999999
7.15 	S_2	9.91733226965589
7.15 	OSEE_center	2.67034602887281
7.15 	max_bond_dim	74
7.15 	duration_ms	12173383

7.2 	tr_rho	1.00000006377832
7.2 	S_2	9.9264538899653
7.2 	OSEE_center	2.66259653490739
7.2 	max_bond_dim	98
7.2 	duration_ms	12268419

7.25 	tr_rho	1
7.25 	S_2	9.93556098202151
7.25 	OSEE_center	2.65437836626583
7.25 	max_bond_dim	75
7.25 	duration_ms	12399905

7.3 	tr_rho	1
7.3 	S_2	9.94465302713731
7.3 	OSEE_center	2.64569350138235
7.3 	max_bond_dim	73
7.3 	duration_ms	12505164

7.35 	tr_rho	0.999999844751853
7.35 	S_2	9.9537299000605
7.35 	OSEE_center	2.63654406529175
7.35 	max_bond_dim	87
7.35 	duration_ms	12606452

7.4 	tr_rho	1
7.4 	S_2	9.96279105037012
7.4 	OSEE_center	2.62693233376369
7.4 	max_bond_dim	72
7.4 	duration_ms	12733561

7.45 	tr_rho	1
7.45 	S_2	9.97183687391776
7.45 	OSEE_center	2.6168607373549
7.45 	max_bond_dim	70
7.45 	duration_ms	12834789

7.5 	tr_rho	0.999999693379015
7.5 	S_2	9.98086685200536
7.5 	OSEE_center	2.60633186517579
7.5 	max_bond_dim	85
7.5 	duration_ms	12928741

7.55 	tr_rho	1
7.55 	S_2	9.98988018207655
7.55 	OSEE_center	2.59534846851367
7.55 	max_bond_dim	71
7.55 	duration_ms	13047410

7.6 	tr_rho	1
7.6 	S_2	9.99887792194504
7.6 	OSEE_center	2.58391346377681
7.6 	max_bond_dim	71
7.6 	duration_ms	13150028

7.65 	tr_rho	1.00000017946315
7.65 	S_2	10.0078593120197
7.65 	OSEE_center	2.57202993541595
7.65 	max_bond_dim	86
7.65 	duration_ms	13247418

7.7 	tr_rho	0.999999999999999
7.7 	S_2	10.0168245891544
7.7 	OSEE_center	2.55970113809086
7.7 	max_bond_dim	71
7.7 	duration_ms	13366073

7.75 	tr_rho	1
7.75 	S_2	10.0257729373207
7.75 	OSEE_center	2.5469304982951
7.75 	max_bond_dim	71
7.75 	duration_ms	13456204

7.8 	tr_rho	1.00000002498258
7.8 	S_2	10.0347046424075
7.8 	OSEE_center	2.53372161542735
7.8 	max_bond_dim	82
7.8 	duration_ms	13541961

7.85 	tr_rho	0.999999999999999
7.85 	S_2	10.0436197072638
7.85 	OSEE_center	2.52007826218173
7.85 	max_bond_dim	70
7.85 	duration_ms	13663338

7.9 	tr_rho	1
7.9 	S_2	10.052518010466
7.9 	OSEE_center	2.50600438426373
7.9 	max_bond_dim	70
7.9 	duration_ms	13758899

7.95 	tr_rho	1.00000004567072
7.95 	S_2	10.0613996057091
7.95 	OSEE_center	2.49150409942206
7.95 	max_bond_dim	84
7.95 	duration_ms	13847741

8 	tr_rho	0.999999999999999
8 	S_2	10.0702646124116
8 	OSEE_center	2.47658169578206
8 	max_bond_dim	71
8 	duration_ms	13957366

8.05 	tr_rho	1
8.05 	S_2	10.0791128991846
8.05 	OSEE_center	2.46124162951121
8.05 	max_bond_dim	71
8.05 	duration_ms	14055036

8.1 	tr_rho	1.00000009191578
8.1 	S_2	10.087944629933
8.1 	OSEE_center	2.44548852180579
8.1 	max_bond_dim	81
8.1 	duration_ms	14151980

8.15 	tr_rho	0.999999999999999
8.15 	S_2	10.0967600801152
8.15 	OSEE_center	2.429327155267
8.15 	max_bond_dim	71
8.15 	duration_ms	14276535

8.2 	tr_rho	1
8.2 	S_2	10.1055589905706
8.2 	OSEE_center	2.41276246972097
8.2 	max_bond_dim	69
8.2 	duration_ms	14376162

8.25 	tr_rho	1.0000000140389
8.25 	S_2	10.1143416670918
8.25 	OSEE_center	2.39579955749681
8.25 	max_bond_dim	80
8.25 	duration_ms	14466035

8.3 	tr_rho	1
8.3 	S_2	10.1231082694185
8.3 	OSEE_center	2.37844365828093
8.3 	max_bond_dim	69
8.3 	duration_ms	14590515

8.35 	tr_rho	1
8.35 	S_2	10.131746379782
8.35 	OSEE_center	2.39514329697429
8.35 	max_bond_dim	70
8.35 	duration_ms	14693558

8.4 	tr_rho	1.00000014874821
