#time	operator	index	value
42.85	X	9	-0.0733381999817413
42.85	Y	9	-0.246484855690355
42.85	Z	9	0.021758775989637
42.85	X	11	-0.063084764556177
42.85	Y	11	0.0159952056164218
42.85	Z	11	-0.0708413064424491
42.85	X	13	-0.0720814351824397
42.85	Y	13	0.00391107448572003
42.85	Z	13	0.00909883944560885
42.85	X	15	-0.0550813033532091
42.85	Y	15	-0.0289674563723169
42.85	Z	15	0.00633534414949765
42.85	X	17	-0.0566822893290653
42.85	Y	17	-0.0205666732561684
42.85	Z	17	0.0109868145884679
42.85	X	19	-0.0161084303955104
42.85	Y	19	0.0107045451165637
42.85	Z	19	0.00346613661424341
42.85	X	21	-0.0722449133970845
42.85	Y	21	0.0367447391450829
42.85	Z	21	0.0033656747646617
42.85	X	23	-0.0447172399744989
42.85	Y	23	-0.0193440484415197
42.85	Z	23	-0.00292595773910697

42.9	X	1	-0.119798732719114
42.9	Y	1	-0.0494533526591379
42.9	Z	1	0.0151604037971579
42.9	X	3	-0.0750048635472209
42.9	Y	3	0.0328308702501006
42.9	Z	3	0.00299157504875122
42.9	X	5	-0.00491724027516456
42.9	Y	5	0.138849495406462
42.9	Z	5	-0.0229042925102429
42.9	X	7	-0.0735601426421805
42.9	Y	7	-0.00831742618325651
42.9	Z	7	0.0249255617112656
42.9	X	9	-0.0864080231053433
42.9	Y	9	-0.240276893745227
42.9	Z	9	0.0222466327610896
42.9	X	11	-0.0602030122432369
42.9	Y	11	0.0161948829604327
42.9	Z	11	-0.0705313991057511
42.9	X	13	-0.0689628119846816
42.9	Y	13	0.00404254403160596
42.9	Z	13	0.00932349305288693
42.9	X	15	-0.0535527280052241
42.9	Y	15	-0.0251290711225219
42.9	Z	15	0.00696642946212133
42.9	X	17	-0.0543645408064687
42.9	Y	17	-0.0186974556899293
42.9	Z	17	0.0112728148283783
42.9	X	19	-0.0152119711078033
42.9	Y	19	0.0105902392582206
42.9	Z	19	0.00377250463141992
42.9	X	21	-0.0688293781546141
42.9	Y	21	0.0365248010477103
42.9	Z	21	0.00374319358800192
42.9	X	23	-0.0433524378977807
42.9	Y	23	-0.0177859119961006
42.9	Z	23	-0.00260672826033204

42.95	X	1	-0.116154965105363
42.95	Y	1	-0.0447659159056183
42.95	Z	1	0.0154781641965371
42.95	X	3	-0.071002762416554
42.95	Y	3	0.0322578179370565
42.95	Z	3	0.00327979721895582
42.95	X	5	0.00268705248275462
42.95	Y	5	0.137901391273539
42.95	Z	5	-0.0226814451493182
42.95	X	7	-0.0703334936987461
42.95	Y	7	-0.0062236381462499
42.95	Z	7	0.0251208828383613
42.95	X	9	-0.0987410465856645
42.95	Y	9	-0.232773124470437
42.95	Z	9	0.0227342466929137
42.95	X	11	-0.0573808000297287
42.95	Y	11	0.0163141050398318
42.95	Z	11	-0.0702215819649613
42.95	X	13	-0.0658962101751705
42.95	Y	13	0.00413567977323472
42.95	Z	13	0.0095480953407855
42.95	X	15	-0.0518688929850951
42.95	Y	15	-0.0214931707057477
42.95	Z	15	0.00759711424275575
42.95	X	17	-0.052053275587297
42.95	Y	17	-0.0169306736079846
42.95	Z	17	0.0115587323314905
42.95	X	19	-0.0143405925920701
42.95	Y	19	0.0104485480170797
42.95	Z	19	0.00407877852440991
42.95	X	21	-0.0654904768316092
42.95	Y	21	0.036217371510203
42.95	Z	21	0.0041205694818699
42.95	X	23	-0.0419729637274674
42.95	Y	23	-0.016296725134909
42.95	Z	23	-0.0022876003754329

43	X	1	-0.112432311429746
43	Y	1	-0.0402949463263778
43	Z	1	0.0157958221273736
43	X	3	-0.0671109038039102
43	Y	3	0.0315920894918883
43	Z	3	0.00356793607830624
43	X	5	0.0101390795367436
43	Y	5	0.136186241931329
43	Z	5	-0.022458646423537
43	X	7	-0.0671177605409508
43	Y	7	-0.00428005287311771
43	Z	7	0.0253161649360111
43	X	9	-0.110213657984586
43	Y	9	-0.224077226237474
43	Z	9	0.0232216175294134
43	X	11	-0.0546204858165521
43	Y	11	0.0163565729347106
43	Z	11	-0.0699118547536235
43	X	13	-0.0628832541379518
43	Y	13	0.004192146170396
43	Z	13	0.00977264674156401
43	X	15	-0.0500456150139302
43	Y	15	-0.0180649788644457
43	Z	15	0.0082273984947767
43	X	17	-0.0497524247294493
43	Y	17	-0.0152648708069395
43	Z	17	0.0118445671920502
43	X	19	-0.0134951208271504
43	Y	19	0.0102811039402206
43	Z	19	0.0043849582717539
43	X	21	-0.0622305757076531
43	Y	21	0.0358266440038202
43	Z	21	0.00449780244783932
43	X	23	-0.0405816861883407
43	Y	23	-0.0148761855540115
43	Z	23	-0.00196857407638896

43.05	X	1	-0.108641523469098
43.05	Y	1	-0.0360410715896435
43.05	Z	1	0.0161133776349098
43.05	X	3	-0.0633317581125975
43.05	Y	3	0.0308398327977972
43.05	Z	3	0.00385599168575074
43.05	X	5	0.0173592289030037
43.05	Y	5	0.133735914498251
43.05	Z	5	-0.0222358955370015
43.05	X	7	-0.0639192166341393
43.05	Y	7	-0.00248460130123809
43.05	Z	7	0.0255114077328763
43.05	X	9	-0.120716039185707
43.05	Y	9	-0.214304410355423
43.05	Z	9	0.0237087446875299
43.05	X	11	-0.051924251773227
43.05	Y	11	0.0163260587009876
43.05	Z	11	-0.0696022164126116
43.05	X	13	-0.0599255063673148
43.05	Y	13	0.00421364645914429
43.05	Z	13	0.0099971477217385
43.05	X	15	-0.048098839768992
43.05	Y	15	-0.0148486499203873
43.05	Z	15	0.0088572821513485
43.05	X	17	-0.0474658411530963
43.05	Y	17	-0.0136984484400762
43.05	Z	17	0.0121303193680362
43.05	X	19	-0.0126762923072205
43.05	Y	19	0.0100895622424952
43.05	Z	19	0.00469104391164775
43.05	X	21	-0.0590518544391381
43.05	Y	21	0.0353568769672998
43.05	Z	21	0.00487489264683747
43.05	X	23	-0.0391814336357863
43.05	Y	23	-0.0135238736497431
43.05	Z	23	-0.00164964933065794

43.1	X	1	-0.104793305680529
43.1	Y	1	-0.0320044204358649
43.1	Z	1	0.0164308305431941
43.1	X	3	-0.0596675099572318
43.1	Y	3	0.0300072627273425
43.1	Z	3	0.00414396395795208
43.1	X	5	0.0242731401282142
43.1	Y	5	0.130590435192544
43.1	Z	5	-0.0220131937829522
43.1	X	7	-0.0607440171727353
43.1	Y	7	-0.000834962611847862
43.1	Z	7	0.0257066114958233
43.1	X	9	-0.130153214452482
43.1	Y	9	-0.203579686956845
43.1	Z	9	0.024195629433635
43.1	X	11	-0.0492941036938562
43.1	Y	11	0.0162263962617106
43.1	Z	11	-0.0692926681467765
43.1	X	13	-0.0570244666633293
43.1	Y	13	0.00420191805189995
43.1	Z	13	0.0102215972735548
43.1	X	15	-0.0460445753013162
43.1	Y	15	-0.0118472702448201
43.1	Z	15	0.00948676602125682
43.1	X	17	-0.045197296052067
43.1	Y	17	-0.0122296682471341
43.1	Z	17	0.0124159888865826
43.1	X	19	-0.0118847566731161
43.1	Y	19	0.00987560264665627
43.1	Z	19	0.00499703540956791
43.1	X	21	-0.0559563046896877
43.1	Y	21	0.034812386218183
43.1	Z	21	0.00525183984944371
43.1	X	23	-0.0377750074995959
43.1	Y	23	-0.012239266895399
43.1	Z	23	-0.00133082608318683

43.15	X	1	-0.100898295994883
43.15	Y	1	-0.0281846276109851
43.15	Z	1	0.0167481810943082
43.15	X	3	-0.0561200557291981
43.15	Y	3	0.0291006471995457
43.15	Z	3	0.00443185299843833
43.15	X	5	0.0308125139253706
43.15	Y	5	0.126797204344953
