#time	quantity	value
5.35 	S_2	2.3539389078794
5.35 	OSEE_center	0.739047374221144
5.35 	max_bond_dim	6
5.35 	duration_ms	791

5.4 	tr_rho	0.99999999999992
5.4 	S_2	2.3554795508168
5.4 	OSEE_center	0.726351667440849
5.4 	max_bond_dim	10
5.4 	duration_ms	798

5.45 	tr_rho	1
5.45 	S_2	2.3570145945707
5.45 	OSEE_center	0.713612028175457
5.45 	max_bond_dim	5
5.45 	duration_ms	806

5.5 	tr_rho	1
5.5 	S_2	2.35854407306943
5.5 	OSEE_center	0.700832080105446
5.5 	max_bond_dim	6
5.5 	duration_ms	814

5.55 	tr_rho	0.999999999999949
5.55 	S_2	2.36006802316181
5.55 	OSEE_center	0.688015499075139
5.55 	max_bond_dim	9
5.55 	duration_ms	821

5.6 	tr_rho	1
5.6 	S_2	2.36158648461402
5.6 	OSEE_center	0.67516601364892
5.6 	max_bond_dim	6
5.6 	duration_ms	830

5.65 	tr_rho	1
5.65 	S_2	2.36309950010406
5.65 	OSEE_center	0.662287405703957
5.65 	max_bond_dim	6
5.65 	duration_ms	837

5.7 	tr_rho	0.99999999999992
5.7 	S_2	2.3646071152106
5.7 	OSEE_center	0.649383511062817
5.7 	max_bond_dim	10
5.7 	duration_ms	845

5.75 	tr_rho	1
5.75 	S_2	2.36610937840132
5.75 	OSEE_center	0.636458220169628
5.75 	max_bond_dim	5
5.75 	duration_ms	853

5.8 	tr_rho	1
5.8 	S_2	2.36760634101941
5.8 	OSEE_center	0.623515478813486
5.8 	max_bond_dim	6
5.8 	duration_ms	861

5.85 	tr_rho	0.999999999999742
5.85 	S_2	2.36909805726259
5.85 	OSEE_center	0.610559288903477
5.85 	max_bond_dim	9
5.85 	duration_ms	868

5.9 	tr_rho	1
5.9 	S_2	2.37058458416342
5.9 	OSEE_center	0.597593709299709
5.9 	max_bond_dim	6
5.9 	duration_ms	876

5.95 	tr_rho	1
5.95 	S_2	2.37206598156725
5.95 	OSEE_center	0.58462285670526
5.95 	max_bond_dim	6
5.95 	duration_ms	884

6 	tr_rho	0.999999999999613
6 	S_2	2.37354231210186
6 	OSEE_center	0.571650906624364
6 	max_bond_dim	10
6 	duration_ms	891

6.05 	tr_rho	1
6.05 	S_2	2.37501364114936
6.05 	OSEE_center	0.558682094392454
6.05 	max_bond_dim	6
6.05 	duration_ms	900

6.1 	tr_rho	1
6.1 	S_2	2.37648003681397
6.1 	OSEE_center	0.545720716284329
6.1 	max_bond_dim	6
6.1 	duration_ms	907

6.15 	tr_rho	0.999999999999478
6.15 	S_2	2.3779415698868
6.15 	OSEE_center	0.532771130707101
6.15 	max_bond_dim	9
6.15 	duration_ms	915

6.2 	tr_rho	1
6.2 	S_2	2.37939831380434
6.2 	OSEE_center	0.519837759485231
6.2 	max_bond_dim	6
6.2 	duration_ms	923

6.25 	tr_rho	1
6.25 	S_2	2.38085034461215
6.25 	OSEE_center	0.506925089245541
6.25 	max_bond_dim	6
6.25 	duration_ms	930

6.3 	tr_rho	0.99999999999835
6.3 	S_2	2.38229774091485
6.3 	OSEE_center	0.494037672910908
6.3 	max_bond_dim	10
6.3 	duration_ms	937

6.35 	tr_rho	1
6.35 	S_2	2.38374058382993
6.35 	OSEE_center	0.481180131311968
