#time	operator	index_1	index_2	index_3	value
2.2	XZZ	3	1	5	0.776619208060906
2.2	XZZ	5	3	1	0.00808785820620644

2.25	XZZ	1	3	5	0.00723438295684161
2.25	XZZ	3	1	5	0.765004397386849
2.25	XZZ	5	3	1	0.00841484384920077

2.3	XZZ	1	3	5	0.00738502119219581
2.3	XZZ	3	1	5	0.753083427286835
2.3	XZZ	5	3	1	0.00873654324913781

2.35	XZZ	1	3	5	0.00753043250826152
2.35	XZZ	3	1	5	0.740870647554661
2.35	XZZ	5	3	1	0.00905281641695807

2.4	XZZ	1	3	5	0.00767051908259743
2.4	XZZ	3	1	5	0.728380677257401
2.4	XZZ	5	3	1	0.00936352654904314

2.45	XZZ	1	3	5	0.00780518759944012
2.45	XZZ	3	1	5	0.715628382936815
2.45	XZZ	5	3	1	0.00966854009369753

2.5	XZZ	1	3	5	0.00793434932213286
2.5	XZZ	3	1	5	0.702628856515787
2.5	XZZ	5	3	1	0.00996772681597012

2.55	XZZ	1	3	5	0.00805792016751986
2.55	XZZ	3	1	5	0.689397392944513
2.55	XZZ	5	3	1	0.0102609598607623

2.6	XZZ	1	3	5	0.00817582076649321
2.6	XZZ	3	1	5	0.675949467621705
2.6	XZZ	5	3	1	0.0105481158142272

2.65	XZZ	1	3	5	0.00828797654065334
2.65	XZZ	3	1	5	0.66230071362616
2.65	XZZ	5	3	1	0.0108290747634073

2.7	XZZ	1	3	5	0.00839431775096391
2.7	XZZ	3	1	5	0.648466898794329
2.7	XZZ	5	3	1	0.0111037203541093

2.75	XZZ	1	3	5	0.0084947795610217
2.75	XZZ	3	1	5	0.634463902679677
2.75	XZZ	5	3	1	0.0113719398469657

2.8	XZZ	1	3	5	0.00858930208929603
2.8	XZZ	3	1	5	0.620307693429695
2.8	XZZ	5	3	1	0.0116336241716926

2.85	XZZ	1	3	5	0.00867783045923488
2.85	XZZ	3	1	5	0.606014304616417
2.85	XZZ	5	3	1	0.0118886679794925

2.9	XZZ	1	3	5	0.00876031484664364
2.9	XZZ	3	1	5	0.591599812056416
2.9	XZZ	5	3	1	0.0121369696936563

2.95	XZZ	1	3	5	0.00883671052018753
2.95	XZZ	3	1	5	0.577080310656005
2.95	XZZ	5	3	1	0.0123784315579935

3	XZZ	1	3	5	0.0089069778824378
3	XZZ	3	1	5	0.562471891317355
3	XZZ	5	3	1	0.0126129596838263

3.05	XZZ	1	3	5	0.00897108250500016
3.05	XZZ	3	1	5	0.547790617941021
3.05	XZZ	5	3	1	0.0128404640949888

3.1	XZZ	1	3	5	0.0090289951592001
3.1	XZZ	3	1	5	0.533052504560084
3.1	XZZ	5	3	1	0.0130608587702514

3.15	XZZ	1	3	5	0.00908069184434631
3.15	XZZ	3	1	5	0.518273492640886
3.15	XZZ	5	3	1	0.0132740616842439

3.2	XZZ	1	3	5	0.0091261538122934
3.2	XZZ	3	1	5	0.503469428584962
3.2	XZZ	5	3	1	0.0134799948473803

3.25	XZZ	1	3	5	0.00916536758697231
3.25	XZZ	3	1	5	0.488656041466288
3.25	XZZ	5	3	1	0.0136785843413105

3.3	XZZ	1	3	5	0.00919832498088591
3.3	XZZ	3	1	5	0.473848921037662
3.3	XZZ	5	3	1	0.0138697603550288

3.35	XZZ	1	3	5	0.00922502310962574
3.35	XZZ	3	1	5	0.45906349603934
3.35	XZZ	5	3	1	0.0140534572179395

3.4	XZZ	1	3	5	0.00924546439783798
3.4	XZZ	3	1	5	0.44431501284266
3.4	XZZ	5	3	1	0.0142296134295156

3.45	XZZ	1	3	5	0.00925965658567247
3.45	XZZ	3	1	5	0.429618514460658
3.45	XZZ	5	3	1	0.0143981716893948

3.5	XZZ	1	3	5	0.00926761273172186
3.5	XZZ	3	1	5	0.414988819957045
3.5	XZZ	5	3	1	0.0145590789244158

3.55	XZZ	1	3	5	0.00926935120727164
3.55	XZZ	3	1	5	0.400440504284243
3.55	XZZ	5	3	1	0.0147122863117875

3.6	XZZ	1	3	5	0.00926489569161243
3.6	XZZ	3	1	5	0.385987878580366
3.6	XZZ	5	3	1	0.0148577493033272

3.65	XZZ	1	3	5	0.00925427516294389
3.65	XZZ	3	1	5	0.371644970954306
3.65	XZZ	5	3	1	0.0149954276463384

3.7	XZZ	1	3	5	0.00923752388199586
3.7	XZZ	3	1	5	0.357425507787119
3.7	XZZ	5	3	1	0.0151252854001514

3.75	XZZ	1	3	5	0.00921468137568651
3.75	XZZ	3	1	5	0.343342895577204
3.75	XZZ	5	3	1	0.0152472909544134

3.8	XZZ	1	3	5	0.00918579241453654
3.8	XZZ	3	1	5	0.329410203355607
3.8	XZZ	5	3	1	0.0153614170439351

3.85	XZZ	1	3	5	0.00915090699210804
3.85	XZZ	3	1	5	0.315640145697005
3.85	XZZ	5	3	1	0.015467640758961

3.9	XZZ	1	3	5	0.00911008028731136
3.9	XZZ	3	1	5	0.30204506635088
3.9	XZZ	5	3	1	0.0155659435558681

3.95	XZZ	1	3	5	0.0090633726393424
3.95	XZZ	3	1	5	0.288636922516243
3.95	XZZ	5	3	1	0.0156563112676638

4	XZZ	1	3	5	0.00901084950694036
4	XZZ	3	1	5	0.275427269782336
4	XZZ	5	3	1	0.015738734106207

4.05	XZZ	1	3	5	0.00895258142834702
4.05	XZZ	3	1	5	0.262427247756542
4.05	XZZ	5	3	1	0.015813206668497

4.1	XZZ	1	3	5	0.00888864398454386
4.1	XZZ	3	1	5	0.249647566399619
4.1	XZZ	5	3	1	0.0158797279397165

4.15	XZZ	1	3	5	0.00881911774057368
4.15	XZZ	3	1	5	0.237098493087231
4.15	XZZ	5	3	1	0.0159383012882575

4.2	XZZ	1	3	5	0.00874408820102415
4.2	XZZ	3	1	5	0.224789840415493
4.2	XZZ	5	3	1	0.0159889344676447

4.25	XZZ	1	3	5	0.00866364575851448
4.25	XZZ	3	1	5	0.212730954767095
4.25	XZZ	5	3	1	0.0160316396117182

4.3	XZZ	1	3	5	0.00857788562833283
4.3	XZZ	3	1	5	0.200930705653276
4.3	XZZ	5	3	1	0.0160664332243841

4.35	XZZ	1	3	5	0.00848690779005982
4.35	XZZ	3	1	5	0.189397475845694
4.35	XZZ	5	3	1	0.0160933361746511

4.4	XZZ	1	3	5	0.00839081692913177
4.4	XZZ	3	1	5	0.178139152310912
4.4	XZZ	5	3	1	0.0161123736863732

4.45	XZZ	1	3	5	0.00828972235697439
4.45	XZZ	3	1	5	0.167163117958963
4.45	XZZ	5	3	1	0.0161235753205691

4.5	XZZ	1	3	5	0.0081837379419836
4.5	XZZ	3	1	5	0.15647624421612
4.5	XZZ	5	3	1	0.0161269749652189

4.55	XZZ	1	3	5	0.00807298205384354
4.55	XZZ	3	1	5	0.146084884430666
4.55	XZZ	5	3	1	0.0161226108177468

4.6	XZZ	1	3	5	0.00795757745352327
4.6	XZZ	3	1	5	0.135994868119115
4.6	XZZ	5	3	1	0.0161105253637373

4.65	XZZ	1	3	5	0.00783765123113578
4.65	XZZ	3	1	5	0.126211496059038
4.65	XZZ	5	3	1	0.0160907653575459

4.7	XZZ	1	3	5	0.00771333472520841
4.7	XZZ	3	1	5	0.116739536233232
4.7	XZZ	5	3	1	0.0160633818000126

4.75	XZZ	1	3	5	0.00758476342136727
4.75	XZZ	3	1	5	0.107583220628658
4.75	XZZ	5	3	1	0.0160284299100415

4.8	XZZ	1	3	5	0.00745207686390614
4.8	XZZ	3	1	5	0.0987462428921236
4.8	XZZ	5	3	1	0.0159859691015627

4.85	XZZ	1	3	5	0.00731541858998422
4.85	XZZ	3	1	5	0.0902317568435303
4.85	XZZ	5	3	1	0.0159360629535759

4.9	XZZ	1	3	5	0.007174935987644
4.9	XZZ	3	1	5	0.0820423758459146
4.9	XZZ	5	3	1	0.0158787791773142

4.95	XZZ	1	3	5	0.0070307802239374
4.95	XZZ	3	1	5	0.074180173030292
4.95	XZZ	5	3	1	0.0158141895846638

5	XZZ	1	3	5	0.00688310614263718
5	XZZ	3	1	5	0.0666466823719729
5	XZZ	5	3	1	0.0157423700528072

5.05	XZZ	1	3	5	0.00673207216043907
5.05	XZZ	3	1	5	0.0594429006135947
5.05	XZZ	5	3	1	0.0156634004891478

5.1	XZZ	1	3	5	0.00657784014997658
5.1	XZZ	3	1	5	0.0525692900289363
5.1	XZZ	5	3	1	0.0155773647904493

5.15	XZZ	1	3	5	0.00642057532992301
5.15	XZZ	3	1	5	0.0460257820199769
5.15	XZZ	5	3	1	0.0154843508018444

5.2	XZZ	1	3	5	0.0062604461625056
5.2	XZZ	3	1	5	0.0398117815388812
5.2	XZZ	5	3	1	0.0153844502767129

5.25	XZZ	1	3	5	0.00609762423897772
5.25	XZZ	3	1	5	0.033926172324739
5.25	XZZ	5	3	1	0.0152777588337403

5.3	XZZ	1	3	5	0.00593228414617665
5.3	XZZ	3	1	5	0.0283673229438374
5.3	XZZ	5	3	1	0.0151643759034808

5.35	XZZ	1	3	5	0.00576460336893019
5.35	XZZ	3	1	5	0.0231330936214088
5.35	XZZ	5	3	1	0.0150444046909162

5.4	XZZ	1	3	5	0.00559476216037001
5.4	XZZ	3	1	5	0.0182208438508671
5.4	XZZ	5	3	1	0.0149179521184092

5.45	XZZ	1	3	5	0.00542294340261058
5.45	XZZ	3	1	5	0.0136274407655092
5.45	XZZ	5	3	1	0.0147851287745577

5.5	XZZ	1	3	5	0.00524933250465999
5.5	XZZ	3	1	5	0.00934926825756522
5.5	XZZ	5	3	1	0.0146460488647343

5.55	XZZ	1	3	5	0.0050741172692765
5.55	XZZ	3	1	5	0.00538223682651227
5.55	XZZ	5	3	1	0.014500830158124

5.6	XZZ	1	3	5	0.00489748775470402
5.6	XZZ	3	1	5	0.00172179414127689
5.6	XZZ	5	3	1	0.0143495939213905

5.65	XZZ	1	3	5	0.00471963614204205
5.65	XZZ	3	1	5	-0.00163706372007385
5.65	XZZ	5	3	1	0.0141924648702795

5.7	XZZ	1	3	5	0.00454075662219441
5.7	XZZ	3	1	5	-0.00469978032300147
5.7	XZZ	5	3	1	0.0140295711105358

5.75	XZZ	1	3	5	0.00436104524468895
5.75	XZZ	3	1	5	-0.00747222632883329
5.75	XZZ	5	3	1	0.013861044065631

5.8	XZZ	1	3	5	0.00418069977615198
5.8	XZZ	3	1	5	-0.00996068627262095
5.8	XZZ	5	3	1	0.0136870184250265

5.85	XZZ	1	3	5	0.00399991958299461
5.85	XZZ	3	1	5	-0.0121718447699098
5.85	XZZ	5	3	1	0.0135076320791133

5.9	XZZ	1	3	5	0.00381890547473307
5.9	XZZ	3	1	5	-0.0141127721236533
5.9	XZZ	5	3	1	0.0133230260438587

5.95	XZZ	1	3	5	0.00363785957850907
5.95	XZZ	3	1	5	-0.0157909093827348
5.95	XZZ	5	3	1	0.0131333444043593

6	XZZ	1	3	5	0.00345698519669821
6	XZZ	3	1	5	-0.0172140528695741
6	XZZ	5	3	1	0.0129387342406234

6.05	XZZ	1	3	5	0.00327648663762472
6.05	XZZ	3	1	5	-0.0183903382066061
6.05	XZZ	5	3	1	0.0127393455587315

6.1	XZZ	1	3	5	0.00309656912458225
6.1	XZZ	3	1	5	-0.0193282238621941
6.1	XZZ	5	3	1	0.0125353312175793

6.15	XZZ	1	3	5	0.00291743859141228
6.15	XZZ	3	1	5	-0.0200364742567856
6.15	XZZ	5	3	1	0.0123268468625381

6.2	XZZ	1	3	5	0.00273930158637093
6.2	XZZ	3	1	5	-0.0205241424425328
6.2	XZZ	5	3	1	0.0121140508415159

6.25	XZZ	1	3	5	0.00256236510550323
6.25	XZZ	3	1	5	-0.0208005523956096
6.25	XZZ	5	3	1	0.0118971041356427

6.3	XZZ	1	3	5	0.00238683645461643
6.3	XZZ	3	1	5	-0.0208752809390626
6.3	XZZ	5	3	1	0.0116761702827296

6.35	XZZ	1	3	5	0.00221292308381808
6.35	XZZ	3	1	5	-0.020758139375795
6.35	XZZ	5	3	1	0.0114514152971783

6.4	XZZ	1	3	5	0.0020408324731194
6.4	XZZ	3	1	5	-0.0204591547614903
6.4	XZZ	5	3	1	0.011223007590407

6.45	XZZ	1	3	5	0.00187077199101286
6.45	XZZ	3	1	5	-0.0199885509482629
6.45	XZZ	5	3	1	0.0109911179026337

6.5	XZZ	1	3	5	0.00170294863724287
6.5	XZZ	3	1	5	-0.0193567294001826
6.5	XZZ	5	3	1	0.0107559191958104

6.55	XZZ	1	3	5	0.00153756906797853
6.55	XZZ	3	1	5	-0.0185742497650884
6.55	XZZ	5	3	1	0.0105175865946638

6.6	XZZ	1	3	5	0.00137483937400971
6.6	XZZ	3	1	5	-0.0176518103095191
6.6	XZZ	5	3	1	0.0102762973054088

6.65	XZZ	1	3	5	0.00121496480993404
6.65	XZZ	3	1	5	-0.0166002282009664
6.65	XZZ	5	3	1	0.0100322305038536

6.7	XZZ	1	3	5	0.00105814986810819
6.7	XZZ	3	1	5	-0.015430419673799
6.7	XZZ	5	3	1	0.00978556727814016

6.75	XZZ	1	3	5	0.000904598039757692
6.75	XZZ	3	1	5	-0.0141533801313777
6.75	XZZ	5	3	1	0.00953649053873878

6.8	XZZ	1	3	5	0.000754511508140943
6.8	XZZ	3	1	5	-0.0127801642022216
6.8	XZZ	5	3	1	0.0092851849152023

6.85	XZZ	1	3	5	0.000608091289879104
6.85	XZZ	3	1	5	-0.0113218657737925
6.85	XZZ	5	3	1	0.00903183668428019

6.9	XZZ	1	3	5	0.000465536995280307
6.9	XZZ	3	1	5	-0.00978959805623415
6.9	XZZ	5	3	1	0.00877663367584621

6.95	XZZ	1	3	5	0.000327046349219639
6.95	XZZ	3	1	5	-0.00819447372090113
6.95	XZZ	5	3	1	0.00851976518485256

7	XZZ	1	3	5	0.000192815619201823
7	XZZ	3	1	5	-0.00654758506962935
7	XZZ	5	3	1	0.00826142187714308

7.05	XZZ	1	3	5	6.30391570177719e-05
7.05	XZZ	3	1	5	-0.00485998437499736
7.05	XZZ	5	3	1	0.00800179570569159

7.1	XZZ	1	3	5	-6.2090904085427e-05
7.1	XZZ	3	1	5	-0.00314266434467644
7.1	XZZ	5	3	1	0.00774107981634765

7.15	XZZ	1	3	5	-0.000182384411341867
7.15	XZZ	3	1	5	-0.00140653877241331
7.15	XZZ	5	3	1	0.00747946845143643

7.2	XZZ	1	3	5	-0.000297653349426092
7.2	XZZ	3	1	5	0.000337576611914553
7.2	XZZ	5	3	1	0.00721715687195267

7.25	XZZ	1	3	5	-0.00040771284080693
7.25	XZZ	3	1	5	0.00207898303552022
7.25	XZZ	5	3	1	0.00695434124294487

7.3	XZZ	1	3	5	-0.000512379907515775
7.3	XZZ	3	1	5	0.00380711731266486
7.3	XZZ	5	3	1	0.00669121855805245

7.35	XZZ	1	3	5	-0.000611474224165919
7.35	XZZ	3	1	5	0.00551157017519045
7.35	XZZ	5	3	1	0.00642798654083434

7.4	XZZ	1	3	5	-0.000704819189865185
7.4	XZZ	3	1	5	0.00718210425592758
7.4	XZZ	5	3	1	0.00616484354405069

7.45	XZZ	1	3	5	-0.000792240340492305
7.45	XZZ	3	1	5	0.00880867176879193
7.45	XZZ	5	3	1	0.00590198846613053

7.5	XZZ	1	3	5	-0.000873566210342238
7.5	XZZ	3	1	5	0.0103814317141948
7.5	XZZ	5	3	1	0.00563962065026302

7.55	XZZ	1	3	5	-0.000948629734575873
7.55	XZZ	3	1	5	0.011890766764053
7.55	XZZ	5	3	1	0.0053779397906929

7.6	XZZ	1	3	5	-0.00101726608797881
7.6	XZZ	3	1	5	0.0133272996381255
7.6	XZZ	5	3	1	0.00511714583720016

7.65	XZZ	1	3	5	-0.00107931399693703
7.65	XZZ	3	1	5	0.0146819090696471
7.65	XZZ	5	3	1	0.00485743890114389

7.7	XZZ	1	3	5	-0.00113461677534052
7.7	XZZ	3	1	5	0.015945745220731
7.7	XZZ	5	3	1	0.0045990191588314

7.75	XZZ	1	3	5	-0.00118302052671482
7.75	XZZ	3	1	5	0.0171102446714041
7.75	XZZ	5	3	1	0.00434208675722735

7.8	XZZ	1	3	5	-0.00122437491424524
7.8	XZZ	3	1	5	0.0181671447986573
7.8	XZZ	5	3	1	0.00408684171792642

7.85	XZZ	1	3	5	-0.00125853543720319
7.85	XZZ	3	1	5	0.0191084976093583
7.85	XZZ	5	3	1	0.00383348384216399

7.9	XZZ	1	3	5	-0.00128535984192501
7.9	XZZ	3	1	5	0.0199266830419505
7.9	XZZ	5	3	1	0.00358221261464025

7.95	XZZ	1	3	5	-0.0013047096430446
7.95	XZZ	3	1	5	0.020614421624933
7.95	XZZ	5	3	1	0.00333322710958593

8	XZZ	1	3	5	-0.0013164538303523
8	XZZ	3	1	5	0.0211647865166574
8	XZZ	5	3	1	0.00308672589511099

8.05	XZZ	1	3	5	-0.00132046266628902
8.05	XZZ	3	1	5	0.021571214945533
8.05	XZZ	5	3	1	0.00284290693737012

8.1	XZZ	1	3	5	-0.00131661050364065
8.1	XZZ	3	1	5	0.0218275189729434
8.1	XZZ	5	3	1	0.00260196750768723

8.15	XZZ	1	3	5	-0.00130478078560685
8.15	XZZ	3	1	5	0.021927895581708
8.15	XZZ	5	3	1	0.00236410408727214

8.2	XZZ	1	3	5	-0.00128485723268487
8.2	XZZ	3	1	5	0.0218669360969567
8.2	XZZ	5	3	1	0.00212951227215295

8.25	XZZ	1	3	5	-0.00125672794375509
8.25	XZZ	3	1	5	0.021639634916988
8.25	XZZ	5	3	1	0.00189838668274968

8.3	XZZ	1	3	5	-0.00122029172078197
8.3	XZZ	3	1	5	0.0212413975117352
8.3	XZZ	5	3	1	0.00167092086425754

8.35	XZZ	1	3	5	-0.00117544660039638
8.35	XZZ	3	1	5	0.0206680477111207
8.35	XZZ	5	3	1	0.00144730720099524

8.4	XZZ	1	3	5	-0.00112209569414814
8.4	XZZ	3	1	5	0.0199158342830614
8.4	XZZ	5	3	1	0.00122773681919794

8.45	XZZ	1	3	5	-0.00106015312867549
8.45	XZZ	3	1	5	0.0189814367442152
8.45	XZZ	5	3	1	0.00101239949922864

8.5	XZZ	1	3	5	-0.000989532458964478
8.5	XZZ	3	1	5	0.0178619704268533
8.5	XZZ	5	3	1	0.000801483578770973

8.55	XZZ	1	3	5	-0.00091015294177694
8.55	XZZ	3	1	5	0.0165549908212152
8.55	XZZ	5	3	1	0.000595175865916067

8.6	XZZ	1	3	5	-0.000821944001871778
8.6	XZZ	3	1	5	0.0150584971287306
8.6	XZZ	5	3	1	0.000393661549323962

8.65	XZZ	1	3	5	-0.000724835794872921
8.65	XZZ	3	1	5	0.0133709350556913
8.65	XZZ	5	3	1	0.000197124106003402

8.7	XZZ	1	3	5	-0.000618764723383418
8.7	XZZ	3	1	5	0.0114911988652828
8.7	XZZ	5	3	1	5.74521535732792e-06

8.75	XZZ	1	3	5	-0.00050367549044058
8.75	XZZ	3	1	5	0.00941863263954667
8.75	XZZ	5	3	1	-0.000180295330019429

8.8	XZZ	1	3	5	-0.000379515793851964
8.8	XZZ	3	1	5	0.00715303077792903
8.8	XZZ	5	3	1	-0.000360819711221905

8.85	XZZ	1	3	5	-0.0002462397030251
8.85	XZZ	3	1	5	0.00469463774245306
8.85	XZZ	5	3	1	-0.000535652169080709

8.9	XZZ	1	3	5	-0.000103807865137003
8.9	XZZ	3	1	5	0.00204414702489688
8.9	XZZ	5	3	1	-0.000704619090963059

8.95	XZZ	1	3	5	4.78140189022503e-05
8.95	XZZ	3	1	5	-0.000797300638712555
8.95	XZZ	5	3	1	-0.000867549092562823

9	XZZ	1	3	5	0.000208654389649132
9	XZZ	3	1	5	-0.00382811981222945
9	XZZ	5	3	1	-0.00102427310408013

9.05	XZZ	1	3	5	0.000378734873995479
9.05	XZZ	3	1	5	-0.00704628365308686
9.05	XZZ	5	3	1	-0.00117462445132597

9.1	XZZ	1	3	5	0.000558072011145619
9.1	XZZ	3	1	5	-0.0104493279486077
9.1	XZZ	5	3	1	-0.0013184389375663

9.15	XZZ	1	3	5	0.000746675830227866
9.15	XZZ	3	1	5	-0.0140343558873161
9.15	XZZ	5	3	1	-0.0014555549249419

9.2	XZZ	1	3	5	0.000944550947995191
9.2	XZZ	3	1	5	-0.0177980435571311
9.2	XZZ	5	3	1	-0.00158581341268817

9.25	XZZ	1	3	5	0.00115169528286647
9.25	XZZ	3	1	5	-0.021736646155738
9.25	XZZ	5	3	1	-0.00170905811587377

9.3	XZZ	1	3	5	0.00136810098153485
9.3	XZZ	3	1	5	-0.02584600490722
9.3	XZZ	5	3	1	-0.00182513554228787

9.35	XZZ	1	3	5	0.00159375375088069
9.35	XZZ	3	1	5	-0.0301215546683877
9.35	XZZ	5	3	1	-0.00193389506984567

9.4	XZZ	1	3	5	0.0018286334950875
9.4	XZZ	3	1	5	-0.0345583322095854
9.4	XZZ	5	3	1	-0.00203518901734248

9.45	XZZ	1	3	5	0.00207271447034771
9.45	XZZ	3	1	5	-0.0391509851641583
9.45	XZZ	5	3	1	-0.00212887272339253

9.5	XZZ	1	3	5	0.00232596296091508
9.5	XZZ	3	1	5	-0.0438937816161563
9.5	XZZ	5	3	1	-0.0022148046135349

9.55	XZZ	1	3	5	0.00258834092102517
