#time	operator	index	value
3.25	Y	1	-0.396525603385314
3.25	Z	1	0.00904838272690285
3.25	X	3	0.199555491503295
3.25	Y	3	-0.470772758312539
3.25	Z	3	-0.0164439396474431
3.25	X	5	0.67011253269727
3.25	Y	5	-0.370264723877903
3.25	Z	5	0.0095040623062889

3.3	X	1	0.516953264639517
3.3	Y	1	-0.396369518677988
3.3	Z	1	0.00945224733621471
3.3	X	3	0.187216540793199
3.3	Y	3	-0.464752649265619
3.3	Z	3	-0.0162554311988251
3.3	X	5	0.662161703375533
3.3	Y	5	-0.372649125334049
3.3	Z	5	0.00970466766226686

3.35	X	1	0.505859898636212
3.35	Y	1	-0.395983269178278
3.35	Z	1	0.00985594734957589
3.35	X	3	0.175158698402834
3.35	Y	3	-0.458425045162185
3.35	Z	3	-0.0160669577107689
3.35	X	5	0.654157783132316
3.35	Y	5	-0.374901067846281
3.35	Z	5	0.00990523239088154

3.4	X	1	0.494755594324131
3.4	Y	1	-0.39536684653504
3.4	Z	1	0.010259482834068
3.4	X	3	0.163390771254964
3.4	Y	3	-0.451802657696633
3.4	Z	3	-0.0158785191767762
3.4	X	5	0.646103176534561
3.4	Y	5	-0.377019812953277
3.4	Z	5	0.010105756499184

3.45	X	1	0.48364548817398
3.45	Y	1	-0.394520355509772
3.45	Z	1	0.0106628538567473
3.45	X	3	0.151921030397947
3.45	Y	3	-0.444898469112893
3.45	Z	3	-0.0156901155903147
3.45	X	5	0.638000299180792
3.45	Y	5	-0.379004665235864
3.45	Z	5	0.0103062399907072

3.5	X	1	0.472534709065753
3.5	Y	1	-0.393444013740315
3.5	Z	1	0.0110660604846383
3.5	X	3	0.140757202294369
3.5	Y	3	-0.437725710055712
3.5	Z	3	-0.0155017469449816
3.5	X	5	0.629851576916205
3.5	Y	5	-0.38085497247579
3.5	Z	5	0.0105066828813007

3.55	X	1	0.46142837580116
3.55	Y	1	-0.392138151449614
3.55	Z	1	0.0114691027847412
3.55	X	3	0.129906461017359
3.55	Y	3	-0.430297837136747
3.55	Z	3	-0.0153134132342863
3.55	X	5	0.621659445203662
3.55	Y	5	-0.382570125944975
3.55	Z	5	0.0107070851776906

3.6	X	1	0.450331594625602
3.6	Y	1	-0.390603211099519
3.6	Z	1	0.0118719808240294
3.6	X	3	0.119375421363717
3.6	Y	3	-0.422628510252046
3.6	Z	3	-0.0151251144517236
3.6	X	5	0.613426348387452
3.6	Y	5	-0.38414956059826
3.6	Z	5	0.0109074468861732

3.65	X	1	0.439249456760656
3.65	Y	1	-0.388839746990353
3.65	Z	1	0.0122746946694456
3.65	X	3	0.109170132891843
3.65	Y	3	-0.414731569688843
3.65	Z	3	-0.0149368505908306
3.65	X	5	0.605154738534301
3.65	Y	5	-0.385592754790866
3.65	Z	5	0.0111077680162024

3.7	X	1	0.428187035948046
3.7	Y	1	-0.38684842480611
3.7	Z	1	0.0126772443879094
3.7	X	3	0.0992960748905539
3.7	Y	3	-0.406621013058797
3.7	Z	3	-0.0147486216451037
3.7	X	5	0.596847075049928
3.7	Y	5	-0.386899230886598
3.7	Z	5	0.0113080485733236

3.75	X	1	0.417149386005729
3.75	Y	1	-0.384630021105835
3.75	Z	1	0.0130796300463104
3.75	X	3	0.0897581522836285
3.75	Y	3	-0.398310972095644
3.75	Z	3	-0.0145604276080391
3.75	X	5	0.588505823778297
3.75	Y	5	-0.388068555078245
3.75	Z	5	0.0115082885636548

3.8	X	1	0.406141538399164
3.8	Y	1	-0.3821854227614
3.8	Z	1	0.0134818517115102
3.8	X	3	0.0805606924732226
3.8	Y	3	-0.389815689354843
3.8	Z	3	-0.0143722684732347
3.8	X	5	0.580133455995073
3.8	Y	5	-0.389100337289815
3.8	Z	5	0.0117084880015138

3.85	X	1	0.395168499826509
3.85	Y	1	-0.379515626342266
3.85	Z	1	0.0138839094503458
3.85	X	3	0.0717074431239491
3.85	Y	3	-0.381149494853632
3.85	Z	3	-0.0141841442342342
3.85	X	5	0.571732447865094
3.85	Y	5	-0.389994231575378
3.85	Z	5	0.0119086468962079

3.9	X	1	0.384235249820178
3.9	Y	1	-0.37662173744704
3.9	Z	1	0.0142858033296268
3.9	X	3	0.063201570887602
3.9	Y	3	-0.372326782688529
3.9	Z	3	-0.0139960548844905
3.9	X	5	0.563305279718578
3.9	Y	5	-0.390749936195858
3.9	Z	5	0.0121087652500014

3.95	X	1	0.373346738366743
3.95	Y	1	-0.37350496998312
3.95	Z	1	0.0146875334161331
3.95	X	3	0.055045661067368
3.95	Y	3	-0.363361987668986
3.95	Z	3	-0.0138080004175608
3.95	X	5	0.554854434842577
3.95	Y	5	-0.391367193136236
3.95	Z	5	0.0123088430733507

4	X	1	0.362507883544619
4	Y	1	-0.370166645394324
4	Z	1	0.0150890997766191
4	X	3	0.0472417182185245
4	Y	3	-0.35426956200439
4	Z	3	-0.0136199808270235
4	X	5	0.546382399084046
4	Y	5	-0.391845788598224
4	Z	5	0.0125088803780717

4.05	X	1	0.351723569181096
4.05	Y	1	-0.366608191836674
4.05	Z	1	0.0154905024778144
4.05	X	3	0.0397911676812212
4.05	Y	3	-0.345063952081693
4.05	Z	3	-0.0134319961063153
4.05	X	5	0.537891660083828
4.05	Y	5	-0.392185553102685
4.05	Z	5	0.0127088771649854

4.1	X	1	0.340998642531509
4.1	Y	1	-0.362831143303811
4.1	Z	1	0.0158917415864129
4.1	X	3	0.0326948580395437
4.1	Y	3	-0.335759575371396
4.1	Z	3	-0.0132440462490768
4.1	X	5	0.529384705997271
4.1	Y	5	-0.392386360737274
4.1	Z	5	0.0129088334507407

4.15	X	1	0.330337911978743
4.15	Y	1	-0.358837138701482
4.15	Z	1	0.016292817169091
4.15	X	3	0.0259530644994405
4.15	Y	3	-0.326370797498476
4.15	Z	3	-0.0130561312487913
4.15	X	5	0.520864025378327
4.15	Y	5	-0.392448130133024
4.15	Z	5	0.0131087492394769

4.2	X	1	0.319746144756673
4.2	Y	1	-0.354627920872234
4.2	Z	1	0.0166937292924952
4.2	X	3	0.0195654931766659
4.2	Y	3	-0.316911909514642
4.2	Z	3	-0.012868251098904
4.2	X	5	0.512332105902586
4.2	Y	5	-0.392370823699688
4.2	Z	5	0.0133086245327106

4.25	X	1	0.309228064698124
4.25	Y	1	-0.350205335571091
4.25	Z	1	0.0170944780232384
4.25	X	3	0.0135312862844935
4.25	Y	3	-0.30739710540835
4.25	Z	3	-0.0126804057931261
4.25	X	5	0.503791433670118
4.25	Y	5	-0.392154447607105
4.25	Z	5	0.0135084593518429

4.3	X	1	0.2987883500066
4.3	Y	1	-0.345571330391992
4.3	Z	1	0.0174950634279175
4.3	X	3	0.00784902820947063
4.3	Y	3	-0.297840459888021
4.3	Z	3	-0.0124925953248967
4.3	X	5	0.495244492544897
4.3	Y	5	-0.391799052167156
4.3	Z	5	0.0137082536974141

4.35	X	1	0.288431631055076
4.35	Y	1	-0.340727953646226
4.35	Z	1	0.0178954855730956
4.35	X	3	0.00251675246206601
4.35	Y	3	-0.288255906473245
4.35	Z	3	-0.0123048196877073
4.35	X	5	0.486693763442513
4.35	Y	5	-0.391304731539961
4.35	Z	5	0.0139080075743908

4.4	X	1	0.278162488212682
4.4	Y	1	-0.335677353193731
