value,std_dev,unit,chi_sq,verified,variable_name,backend,end_date,device_components,experiment_id
10966.381984555497,13.619050615477873,,0.9048992329890649,False,Delta_PO,ibm_cusco,2023-07-27 11:22:26.778000+03:00,Q1,a546a688-1c6b-48ea-9d13-e73f04a9476a
9304.332620532863,8.117536174103076,,0.9048992329890649,False,nu_PO,ibm_cusco,2023-07-27 11:22:26.778000+03:00,Q1,a546a688-1c6b-48ea-9d13-e73f04a9476a
51662.049364022634,15.720920543561038,,0.9048992329890649,False,freq_e,ibm_cusco,2023-07-27 11:22:26.778000+03:00,Q1,a546a688-1c6b-48ea-9d13-e73f04a9476a
70270.71460508836,15.987448941988244,,0.9048992329890649,False,freq_o,ibm_cusco,2023-07-27 11:22:26.778000+03:00,Q1,a546a688-1c6b-48ea-9d13-e73f04a9476a
0.49254869277119684,0.0029913375729284514,,0.9048992329890649,False,b_PO,ibm_cusco,2023-07-27 11:22:26.778000+03:00,Q1,a546a688-1c6b-48ea-9d13-e73f04a9476a
0.00028489617509180426,5.116385765919214e-06,,0.9048992329890649,False,T2_PO,ibm_cusco,2023-07-27 11:22:26.778000+03:00,Q1,a546a688-1c6b-48ea-9d13-e73f04a9476a
0.4838208466364514,0.002408708895645903,,0.9048992329890649,False,A_PO,ibm_cusco,2023-07-27 11:22:26.778000+03:00,Q1,a546a688-1c6b-48ea-9d13-e73f04a9476a
0.5051231960555652,0.0009225357045088559,,0.9048992329890649,False,B_PO,ibm_cusco,2023-07-27 11:22:26.778000+03:00,Q1,a546a688-1c6b-48ea-9d13-e73f04a9476a
0.027527804908712806,0.009034093154301375,,0.9048992329890649,False,phi_PO,ibm_cusco,2023-07-27 11:22:26.778000+03:00,Q1,a546a688-1c6b-48ea-9d13-e73f04a9476a
-145.5075229115464,19.77189574782335,,1.0886218647367234,False,Delta_PO,ibm_cusco,2023-07-27 11:22:26.778000+03:00,Q3,a546a688-1c6b-48ea-9d13-e73f04a9476a
3865.2485575565406,13.152628174472396,,1.0886218647367234,False,nu_PO,ibm_cusco,2023-07-27 11:22:26.778000+03:00,Q3,a546a688-1c6b-48ea-9d13-e73f04a9476a
45989.24391953192,24.750180161682884,,1.0886218647367234,False,freq_e,ibm_cusco,2023-07-27 11:22:26.778000+03:00,Q3,a546a688-1c6b-48ea-9d13-e73f04a9476a
53719.741034645,22.699505736506236,,1.0886218647367234,False,freq_o,ibm_cusco,2023-07-27 11:22:26.778000+03:00,Q3,a546a688-1c6b-48ea-9d13-e73f04a9476a
0.5348175047165508,0.004457121026742985,,1.0886218647367234,False,b_PO,ibm_cusco,2023-07-27 11:22:26.778000+03:00,Q3,a546a688-1c6b-48ea-9d13-e73f04a9476a
0.00019568480226534666,4.2552479083243e-06,,1.0886218647367234,False,T2_PO,ibm_cusco,2023-07-27 11:22:26.778000+03:00,Q3,a546a688-1c6b-48ea-9d13-e73f04a9476a
0.4013940217987189,0.0036286503706046865,,1.0886218647367234,False,A_PO,ibm_cusco,2023-07-27 11:22:26.778000+03:00,Q3,a546a688-1c6b-48ea-9d13-e73f04a9476a
0.49844691439976646,0.0009675816726294137,,1.0886218647367234,False,B_PO,ibm_cusco,2023-07-27 11:22:26.778000+03:00,Q3,a546a688-1c6b-48ea-9d13-e73f04a9476a
-0.00949979528016761,0.011451288356383286,,1.0886218647367234,False,phi_PO,ibm_cusco,2023-07-27 11:22:26.778000+03:00,Q3,a546a688-1c6b-48ea-9d13-e73f04a9476a
-6558.580362567969,30.604079510604144,,1.0162070054479195,False,Delta_PO,ibm_cusco,2023-07-27 11:22:26.778000+03:00,Q5,a546a688-1c6b-48ea-9d13-e73f04a9476a
1805.0605805081614,16.332067452157418,,1.0162070054479195,False,nu_PO,ibm_cusco,2023-07-27 11:22:26.778000+03:00,Q5,a546a688-1c6b-48ea-9d13-e73f04a9476a
41636.35905692387,35.81446383920339,,1.0162070054479195,False,freq_e,ibm_cusco,2023-07-27 11:22:26.778000+03:00,Q5,a546a688-1c6b-48ea-9d13-e73f04a9476a
45246.480217940196,33.52635381035034,,1.0162070054479195,False,freq_o,ibm_cusco,2023-07-27 11:22:26.778000+03:00,Q5,a546a688-1c6b-48ea-9d13-e73f04a9476a
0.5197511781598603,0.006412374187024188,,1.0162070054479195,False,b_PO,ibm_cusco,2023-07-27 11:22:26.778000+03:00,Q5,a546a688-1c6b-48ea-9d13-e73f04a9476a
0.00011706182041488892,2.272423590715163e-06,,1.0162070054479195,False,T2_PO,ibm_cusco,2023-07-27 11:22:26.778000+03:00,Q5,a546a688-1c6b-48ea-9d13-e73f04a9476a
0.4748439568678197,0.002819433068400857,,1.0162070054479195,False,A_PO,ibm_cusco,2023-07-27 11:22:26.778000+03:00,Q5,a546a688-1c6b-48ea-9d13-e73f04a9476a
0.5018696241144673,0.00094212383546264,,1.0162070054479195,False,B_PO,ibm_cusco,2023-07-27 11:22:26.778000+03:00,Q5,a546a688-1c6b-48ea-9d13-e73f04a9476a
0.021395170511595035,0.009533832871176574,,1.0162070054479195,False,phi_PO,ibm_cusco,2023-07-27 11:22:26.778000+03:00,Q5,a546a688-1c6b-48ea-9d13-e73f04a9476a
-869.8317552536028,27.146197510478228,,5.652468366301915,False,Delta_PO,ibm_cusco,2023-07-27 11:22:26.778000+03:00,Q7,a546a688-1c6b-48ea-9d13-e73f04a9476a
7219.556121630219,18.38257568903966,,5.652468366301915,False,nu_PO,ibm_cusco,2023-07-27 11:22:26.778000+03:00,Q7,a546a688-1c6b-48ea-9d13-e73f04a9476a
41910.612123116174,31.20432963094124,,5.652468366301915,False,freq_e,ibm_cusco,2023-07-27 11:22:26.778000+03:00,Q7,a546a688-1c6b-48ea-9d13-e73f04a9476a
56349.72436637661,34.29227418480574,,5.652468366301915,False,freq_o,ibm_cusco,2023-07-27 11:22:26.778000+03:00,Q7,a546a688-1c6b-48ea-9d13-e73f04a9476a
0.46330401531386955,0.005197244817371376,,5.652468366301915,False,b_PO,ibm_cusco,2023-07-27 11:22:26.778000+03:00,Q7,a546a688-1c6b-48ea-9d13-e73f04a9476a
0.00014760839718516258,3.2861967112845633e-06,,5.652468366301915,False,T2_PO,ibm_cusco,2023-07-27 11:22:26.778000+03:00,Q7,a546a688-1c6b-48ea-9d13-e73f04a9476a
0.3735142154568684,0.0040589100741283,,5.652468366301915,False,A_PO,ibm_cusco,2023-07-27 11:22:26.778000+03:00,Q7,a546a688-1c6b-48ea-9d13-e73f04a9476a
0.49819545516168495,0.0009818515547555889,,5.652468366301915,False,B_PO,ibm_cusco,2023-07-27 11:22:26.778000+03:00,Q7,a546a688-1c6b-48ea-9d13-e73f04a9476a
-0.057785554033786005,0.01395123715162716,,5.652468366301915,False,phi_PO,ibm_cusco,2023-07-27 11:22:26.778000+03:00,Q7,a546a688-1c6b-48ea-9d13-e73f04a9476a
-81727.36577121254,42.97947033976703,,63.48510108168923,False,Delta_PO,ibm_cusco,2023-07-27 11:22:26.778000+03:00,Q9,a546a688-1c6b-48ea-9d13-e73f04a9476a
32562.261113815523,32.72699241014197,,63.48510108168923,False,nu_PO,ibm_cusco,2023-07-27 11:22:26.778000+03:00,Q9,a546a688-1c6b-48ea-9d13-e73f04a9476a
834.895342602975,38.01608796735393,,63.48510108168923,False,freq_e,ibm_cusco,2023-07-27 11:22:26.778000+03:00,Q9,a546a688-1c6b-48ea-9d13-e73f04a9476a
-64289.62688502807,66.2673287635711,,63.48510108168923,False,freq_o,ibm_cusco,2023-07-27 11:22:26.778000+03:00,Q9,a546a688-1c6b-48ea-9d13-e73f04a9476a
0.6999999999999998,0.006964114397587575,,63.48510108168923,False,b_PO,ibm_cusco,2023-07-27 11:22:26.778000+03:00,Q9,a546a688-1c6b-48ea-9d13-e73f04a9476a
9.999999999999999e-05,3.2318200896682066e-06,,63.48510108168923,False,T2_PO,ibm_cusco,2023-07-27 11:22:26.778000+03:00,Q9,a546a688-1c6b-48ea-9d13-e73f04a9476a
0.37641129970186765,0.0043407933191991375,,63.48510108168923,False,A_PO,ibm_cusco,2023-07-27 11:22:26.778000+03:00,Q9,a546a688-1c6b-48ea-9d13-e73f04a9476a
0.5999999999999999,0.002422399016239485,,63.48510108168923,False,B_PO,ibm_cusco,2023-07-27 11:22:26.778000+03:00,Q9,a546a688-1c6b-48ea-9d13-e73f04a9476a
0.09999999999999999,0.016358771499197927,,63.48510108168923,False,phi_PO,ibm_cusco,2023-07-27 11:22:26.778000+03:00,Q9,a546a688-1c6b-48ea-9d13-e73f04a9476a
3779.5344791104144,821.0436458647862,,1.0121413623480533,False,Delta_PO,ibm_cusco,2023-07-27 11:22:26.778000+03:00,Q11,a546a688-1c6b-48ea-9d13-e73f04a9476a
38091.2616461806,687.0276891811056,,1.0121413623480533,False,nu_PO,ibm_cusco,2023-07-27 11:22:26.778000+03:00,Q11,a546a688-1c6b-48ea-9d13-e73f04a9476a
91870.79612529102,1247.2623647392752,,1.0121413623480533,False,freq_e,ibm_cusco,2023-07-27 11:22:26.778000+03:00,Q11,a546a688-1c6b-48ea-9d13-e73f04a9476a
15688.272832929819,858.2400723212194,,1.0121413623480533,False,freq_o,ibm_cusco,2023-07-27 11:22:26.778000+03:00,Q11,a546a688-1c6b-48ea-9d13-e73f04a9476a
0.38282692346934805,0.017188409476693277,,1.0121413623480533,False,b_PO,ibm_cusco,2023-07-27 11:22:26.778000+03:00,Q11,a546a688-1c6b-48ea-9d13-e73f04a9476a
1.0440863541392707e-05,4.6345664952723176e-07,,1.0121413623480533,False,T2_PO,ibm_cusco,2023-07-27 11:22:26.778000+03:00,Q11,a546a688-1c6b-48ea-9d13-e73f04a9476a
0.46436956785845823,0.0064840029611599554,,1.0121413623480533,False,A_PO,ibm_cusco,2023-07-27 11:22:26.778000+03:00,Q11,a546a688-1c6b-48ea-9d13-e73f04a9476a
0.49061435672090536,0.00104634943451516,,1.0121413623480533,False,B_PO,ibm_cusco,2023-07-27 11:22:26.778000+03:00,Q11,a546a688-1c6b-48ea-9d13-e73f04a9476a
0.0536602033475143,0.02846549941648332,,1.0121413623480533,False,phi_PO,ibm_cusco,2023-07-27 11:22:26.778000+03:00,Q11,a546a688-1c6b-48ea-9d13-e73f04a9476a
-3464.8590565927443,176.31514441667673,,1.0299886029362264,False,Delta_PO,ibm_cusco,2023-07-27 11:22:26.778000+03:00,Q13,a546a688-1c6b-48ea-9d13-e73f04a9476a
1463.6508177159558,76.19531122888435,,1.0299886029362264,False,nu_PO,ibm_cusco,2023-07-27 11:22:26.778000+03:00,Q13,a546a688-1c6b-48ea-9d13-e73f04a9476a
45071.4901256913,178.37262463778941,,1.0299886029362264,False,freq_e,ibm_cusco,2023-07-27 11:22:26.778000+03:00,Q13,a546a688-1c6b-48ea-9d13-e73f04a9476a
47998.79176112321,204.86268080767303,,1.0299886029362264,False,freq_o,ibm_cusco,2023-07-27 11:22:26.778000+03:00,Q13,a546a688-1c6b-48ea-9d13-e73f04a9476a
0.46029257933879886,0.04621158871027127,,1.0299886029362264,False,b_PO,ibm_cusco,2023-07-27 11:22:26.778000+03:00,Q13,a546a688-1c6b-48ea-9d13-e73f04a9476a
5.54203707524714e-05,1.32031649340294e-06,,1.0299886029362264,False,T2_PO,ibm_cusco,2023-07-27 11:22:26.778000+03:00,Q13,a546a688-1c6b-48ea-9d13-e73f04a9476a
0.49167620899999953,0.0024120680478334523,,1.0299886029362264,False,A_PO,ibm_cusco,2023-07-27 11:22:26.778000+03:00,Q13,a546a688-1c6b-48ea-9d13-e73f04a9476a
0.5005330314355226,0.0009706400522626057,,1.0299886029362264,False,B_PO,ibm_cusco,2023-07-27 11:22:26.778000+03:00,Q13,a546a688-1c6b-48ea-9d13-e73f04a9476a
0.007124059531368072,0.01190282652116786,,1.0299886029362264,False,phi_PO,ibm_cusco,2023-07-27 11:22:26.778000+03:00,Q13,a546a688-1c6b-48ea-9d13-e73f04a9476a
-2038.6403126172372,30.084220420935768,,0.9619377867918165,False,Delta_PO,ibm_cusco,2023-07-27 11:22:26.778000+03:00,Q14,a546a688-1c6b-48ea-9d13-e73f04a9476a
3786.544662336106,21.874345498937345,,0.9619377867918165,False,nu_PO,ibm_cusco,2023-07-27 11:22:26.778000+03:00,Q14,a546a688-1c6b-48ea-9d13-e73f04a9476a
44174.81502504666,38.1890154625843,,0.9619377867918165,False,freq_e,ibm_cusco,2023-07-27 11:22:26.778000+03:00,Q14,a546a688-1c6b-48ea-9d13-e73f04a9476a
51747.90434971887,36.17587202381105,,0.9619377867918165,False,freq_o,ibm_cusco,2023-07-27 11:22:26.778000+03:00,Q14,a546a688-1c6b-48ea-9d13-e73f04a9476a
0.5182506453255029,0.0055688566179187314,,0.9619377867918165,False,b_PO,ibm_cusco,2023-07-27 11:22:26.778000+03:00,Q14,a546a688-1c6b-48ea-9d13-e73f04a9476a
9.958161670441138e-05,1.623743712526264e-06,,0.9619377867918165,False,T2_PO,ibm_cusco,2023-07-27 11:22:26.778000+03:00,Q14,a546a688-1c6b-48ea-9d13-e73f04a9476a
0.4751635607972111,0.002804582043585374,,0.9619377867918165,False,A_PO,ibm_cusco,2023-07-27 11:22:26.778000+03:00,Q14,a546a688-1c6b-48ea-9d13-e73f04a9476a
0.5021017941836067,0.0009623489001186911,,0.9619377867918165,False,B_PO,ibm_cusco,2023-07-27 11:22:26.778000+03:00,Q14,a546a688-1c6b-48ea-9d13-e73f04a9476a
0.020704394429275394,0.010852426927004449,,0.9619377867918165,False,phi_PO,ibm_cusco,2023-07-27 11:22:26.778000+03:00,Q14,a546a688-1c6b-48ea-9d13-e73f04a9476a
74506.79929341657,228.7566883246545,,1.0495049937973167,False,Delta_PO,ibm_cusco,2023-07-27 11:22:26.778000+03:00,Q15,a546a688-1c6b-48ea-9d13-e73f04a9476a
7179.9821882608085,157.91186625224665,,1.0495049937973167,False,nu_PO,ibm_cusco,2023-07-27 11:22:26.778000+03:00,Q15,a546a688-1c6b-48ea-9d13-e73f04a9476a
117326.81710515576,236.30787908920482,,1.0495049937973167,False,freq_e,ibm_cusco,2023-07-27 11:22:26.778000+03:00,Q15,a546a688-1c6b-48ea-9d13-e73f04a9476a
131686.78148167738,314.1498785507053,,1.0495049937973167,False,freq_o,ibm_cusco,2023-07-27 11:22:26.778000+03:00,Q15,a546a688-1c6b-48ea-9d13-e73f04a9476a
0.41321455535886886,0.015866499923051655,,1.0495049937973167,False,b_PO,ibm_cusco,2023-07-27 11:22:26.778000+03:00,Q15,a546a688-1c6b-48ea-9d13-e73f04a9476a
3.0413807045144643e-05,1.1475044489976899e-06,,1.0495049937973167,False,T2_PO,ibm_cusco,2023-07-27 11:22:26.778000+03:00,Q15,a546a688-1c6b-48ea-9d13-e73f04a9476a
0.3661675288558833,0.004864634280149652,,1.0495049937973167,False,A_PO,ibm_cusco,2023-07-27 11:22:26.778000+03:00,Q15,a546a688-1c6b-48ea-9d13-e73f04a9476a
